input1,input1.1,input1.2,input1.3,input1.4,output1_delay4sec,output2_delay4sec,output3_delay4sec,output4_delay4sec,output5_delay4sec,output6_delay4sec,output7_delay4sec
40.53793,17.31973,512.88866,1.03155,-14.67947,864.1,14.408,19.759,55.346,175.34,725.75,598.54
40.51544,17.31637,513.0065,1.031545,-14.67776,1037.0,14.526,19.538,55.332,169.9,720.23,594.59
40.54427,17.39292,512.9999,1.039,-14.67796,931.44,14.452,19.752,57.25,168.85,718.51,593.27
40.54705,17.42958,513.0,1.03245,-14.67796,931.55,14.452,19.738,57.261,168.95,718.43,593.19
40.54911,17.33319,513.0,1.02849,-14.67796,814.75,14.339,20.172,57.85,167.91,721.58,595.48
40.49486,17.23813,512.99866,1.030465,-14.67803,913.48,14.439,19.845,57.13,168.27,719.18,593.86
40.57971,17.14652,510.32755,1.03445,-14.81796,993.26,14.495,19.604,57.202,168.77,717.4,592.42
40.85045,16.96862,506.22665,1.039345,-15.01673,953.4,14.467,19.642,57.351,169.44,717.75,592.6
40.83841,16.60431,502.13096,1.03773,-15.2106,877.59,14.409,19.824,56.953,171.55,721.34,595.26
41.2582,16.29524,498.26013,1.03852,-15.40756,803.61,14.336,20.111,57.432,173.78,726.07,598.96
41.28729,15.90528,494.31286,1.039255,-15.59847,822.26,14.362,19.834,57.102,178.9,727.33,599.65
41.52856,15.58668,490.4233,1.044295,-15.78583,809.45,14.35,19.937,57.485,181.36,730.32,602.16
41.7129,15.01725,486.6193,1.04125,-15.98035,798.94,14.34,19.802,57.972,186.12,732.25,603.58
42.00579,14.92441,482.61436,1.040025,-16.16974,746.99,14.265,20.035,59.792,188.61,735.54,606.97
42.06382,14.46732,478.53317,1.04864,-16.36414,775.11,14.312,19.719,59.527,194.2,736.5,607.35
42.47438,14.16813,474.26513,1.043815,-16.55877,786.96,14.331,19.729,59.232,196.78,739.1,609.54
42.48563,13.62076,470.51951,1.050935,-16.75513,717.77,14.204,20.01,62.21,200.04,741.71,613.79
42.61278,13.59739,466.53524,1.039195,-16.95558,747.94,14.276,19.815,61.268,203.93,743.76,614.83
42.77278,13.35885,462.61733,1.04922,-17.13354,708.08,14.172,19.963,63.626,208.16,745.5,618.67
42.94956,12.95808,458.67013,1.050435,-17.33368,799.69,14.348,19.356,59.994,214.95,747.58,617.74
43.11103,12.51936,454.53264,1.05241,-17.52852,712.69,14.2,19.855,63.171,215.54,749.82,623.13
43.37218,12.21123,450.6172,1.05289,-17.7196,708.13,14.183,19.832,63.703,220.02,751.85,625.9
43.50184,11.9135,446.61436,1.050545,-17.92221,701.94,14.155,19.832,64.411,224.5,753.78,628.85
43.69659,11.58262,442.53334,1.055965,-18.10657,700.65,14.149,19.846,64.614,228.22,756.09,631.61
43.85111,11.42633,438.6172,1.058215,-18.30498,709.78,14.184,19.649,64.025,234.1,758.72,633.55
44.14924,10.82007,434.61436,1.05711,-18.50702,692.12,14.106,19.897,65.283,236.58,760.61,637.67
44.23726,10.69762,430.5337,1.061815,-18.68965,685.06,14.075,20.016,65.473,239.87,762.97,641.15
44.31731,10.29891,427.34164,1.059005,-18.84291,690.62,14.091,19.86,65.586,246.32,766.15,643.5
43.86961,10.33906,427.81559,1.06255,-18.78588,677.09,14.024,20.104,66.197,248.64,768.2,647.47
43.54726,10.1822,428.79204,1.050585,-18.70502,686.29,14.064,19.837,65.722,255.37,771.06,648.58
43.12991,9.88615,429.87696,1.056945,-18.62263,677.26,14.014,19.872,66.411,255.66,769.67,648.4
42.82685,9.88718,431.00298,1.06199,-18.54189,716.52,14.186,19.032,63.731,262.49,768.75,643.18
42.33261,9.95921,431.95937,1.055625,-18.46558,698.21,14.093,19.123,66.004,263.32,767.18,643.32
42.0372,9.9262,432.89745,1.060385,-18.38548,685.29,14.021,19.287,67.247,261.58,765.77,643.39
41.63175,9.47203,434.00218,1.057585,-18.30457,703.67,14.112,18.781,65.746,266.16,764.12,639.93
40.97048,9.63674,434.95937,1.05482,-18.22289,691.54,14.044,18.924,67.021,264.79,762.89,639.91
40.61995,9.47587,435.90535,1.05506,-18.14522,703.7,14.083,18.486,67.046,271.13,760.79,637.22
40.29464,9.50958,437.00216,1.05542,-18.06434,711.97,14.123,18.177,66.095,274.93,758.68,634.65
39.92209,9.16568,438.12798,1.060115,-17.9851,713.47,14.119,18.03,66.431,277.33,756.94,633.17
39.44982,9.21335,439.08437,1.053145,-17.90565,713.17,14.114,17.953,66.572,277.75,755.41,631.83
39.14068,9.12867,440.03035,1.05204,-17.82543,703.31,14.047,17.995,68.213,279.6,754.19,631.55
38.78962,9.11934,441.12708,1.056555,-17.745,724.99,14.147,17.503,66.353,285.13,751.09,627.85
38.3661,8.72416,442.08446,1.053925,-17.66541,730.79,14.162,17.33,66.182,287.22,749.05,626.01
37.91282,8.72098,443.20937,1.051985,-17.58771,717.02,14.097,17.462,67.525,286.14,748.38,625.91
37.41714,8.85855,444.14765,1.0534,-17.50479,729.26,14.135,17.118,67.271,292.98,745.38,623.31
37.22591,8.51816,445.25218,1.05034,-17.42552,737.36,14.163,16.906,66.655,296.4,743.11,621.14
36.67044,8.44247,446.20937,1.051745,-17.34542,732.45,14.142,16.889,66.885,296.96,741.8,619.99
36.35381,8.54867,447.15535,1.05321,-17.26264,748.1,14.186,16.6,66.382,301.5,738.88,617.52
36.05226,8.36708,448.25216,1.04573,-17.18579,743.93,14.166,16.539,66.835,304.71,737.21,616.22
35.62378,8.34168,449.37798,1.046325,-17.10517,738.87,14.144,16.548,67.184,303.67,736.07,615.26
35.10215,7.92794,450.33437,1.05448,-17.02428,780.82,14.254,16.071,64.852,310.71,732.1,611.34
34.64859,7.94095,451.28034,1.0519,-16.94259,777.65,14.245,16.004,65.086,312.74,730.42,609.93
34.33702,7.91286,452.36138,1.05254,-16.86262,742.66,14.125,16.235,68.125,314.39,730.08,610.67
33.86983,7.94703,453.32688,1.046665,-16.77921,753.12,14.163,16.021,67.267,318.33,727.56,608.22
33.46445,7.97079,454.28045,1.03884,-16.70439,752.04,14.153,15.972,67.496,319.05,726.02,606.97
33.23836,7.45279,455.37712,1.048725,-16.62171,783.5,14.239,15.606,65.63,325.18,722.57,603.32
32.79398,7.50937,456.41732,1.04706,-16.53841,872.97,14.353,15.163,63.356,331.94,718.77,599.05
32.40966,7.71002,457.45957,1.04967,-16.46417,776.71,14.208,15.492,66.981,330.59,719.03,600.87
31.88534,7.56413,458.40535,1.045185,-16.38602,788.01,14.233,15.334,66.564,333.51,716.82,598.65
31.5917,7.23172,459.50208,1.041315,-16.30787,772.47,14.195,15.4,67.034,331.58,716.25,598.19
31.22664,7.23949,460.45946,1.040545,-16.22449,804.63,14.26,15.082,66.413,339.6,712.93,594.78
30.78024,7.38996,461.58437,1.03787,-16.14522,850.39,14.317,14.796,66.778,346.55,709.68,591.75
30.46501,6.89433,462.53045,1.041885,-16.06764,862.25,14.328,14.681,67.311,348.53,707.72,589.82
30.11863,6.86678,463.62705,1.04224,-15.97941,903.72,14.366,14.49,67.831,351.32,705.45,587.17
29.64047,7.01303,464.51911,1.03969,-15.90498,850.34,14.308,14.541,69.273,354.9,704.15,587.0
28.96504,6.92023,465.52925,1.0414,-15.82188,847.86,14.302,14.47,70.16,356.14,702.38,585.43
28.62383,6.80768,466.62726,1.042535,-15.73917,882.6,14.339,14.282,71.177,359.57,700.2,582.79
28.23608,6.6133,467.75298,1.041565,-15.66434,861.14,14.315,14.229,72.199,364.45,698.48,581.32
27.95368,6.45554,468.70937,1.037885,-15.58165,849.75,14.298,14.183,73.294,366.13,696.89,580.09
27.53759,6.53339,469.65534,1.03734,-15.50223,864.77,14.312,14.034,75.272,370.99,694.66,578.04
27.14245,6.54357,470.73639,1.0382,-15.42454,923.35,14.364,13.78,78.892,375.84,691.72,574.92
26.77684,6.03374,471.70967,1.033925,-15.3414,933.7,14.371,13.675,80.691,377.65,689.97,573.02
26.35611,6.1313,472.65533,1.03852,-15.25812,920.39,14.359,13.625,81.855,379.05,688.54,571.7
25.87336,6.25,473.72338,1.03636,-15.18659,1007.1,14.416,13.299,88.964,388.3,684.76,568.15
25.55932,6.00725,474.87738,1.04017,-15.1019,922.84,14.354,13.411,87.03,386.62,684.4,568.16
25.1435,5.7442,475.83446,1.0347,-15.01786,960.96,14.384,13.235,90.336,389.91,682.32,565.73
24.73137,5.84325,476.75156,1.03767,-14.94152,901.94,14.33,13.286,90.307,390.63,681.22,565.41
24.43769,5.80284,477.87648,1.031875,-14.86114,1001.8,14.404,12.931,98.606,398.32,677.5,561.49
24.08867,5.65586,478.83453,1.030325,-14.77713,947.33,14.364,12.974,97.694,397.66,676.77,560.95
23.61489,5.53554,479.9018,1.034785,-14.69812,1062.2,14.44,12.651,106.4,401.8,673.49,557.59
23.04547,5.4325,480.90435,1.03326,-14.6213,1098.7,14.457,12.485,111.93,404.81,671.07,555.49
22.67213,5.42263,482.00215,1.033425,-14.5362,1009.9,14.402,12.551,109.38,406.05,670.28,554.98
22.2504,5.47272,482.90189,1.03144,-14.4579,1043.4,14.421,12.362,114.43,411.01,667.82,552.87
21.80905,5.14811,483.87536,1.02707,-14.38319,1042.2,14.418,12.276,117.05,412.08,666.03,551.33
21.5911,5.02366,484.98597,1.026835,-14.2992,1084.7,14.443,12.106,122.21,414.35,663.83,549.53
21.10337,5.15362,486.12828,1.0319,-14.21767,1186.0,14.491,11.799,135.11,420.7,660.41,547.18
20.76629,5.13044,487.08447,1.03179,-14.14082,1195.1,14.493,11.706,138.99,421.36,658.51,545.59
20.33648,4.66774,488.03035,1.037455,-14.05573,1084.6,14.435,11.812,131.27,420.35,658.09,545.12
19.98212,4.48004,489.12708,1.025495,-13.97441,1089.1,14.436,11.721,134.17,421.43,656.34,543.8
19.44597,4.9294,490.08446,1.02189,-13.89519,986.82,14.36,11.783,132.72,423.47,654.83,542.85
19.10783,4.51674,491.20936,1.028145,-13.81509,1242.6,14.504,11.213,158.11,431.43,649.99,539.65
18.72837,4.37463,492.12675,1.023985,-13.73599,1337.0,14.538,11.016,174.27,431.57,647.85,538.69
18.41592,4.26532,493.23588,1.025695,-13.65838,1184.1,14.475,11.119,156.18,433.38,646.9,537.69
18.05775,4.25087,494.20188,1.02638,-13.57586,1289.7,14.516,10.857,174.1,437.26,643.9,535.99
17.42116,4.34506,495.15545,1.02384,-13.49575,1249.4,14.499,10.829,170.82,438.0,642.41,534.95
16.97668,4.18247,496.25205,1.02127,-13.41485,1235.3,14.491,10.767,171.62,438.63,640.7,533.88
16.71279,3.83959,497.15196,1.02307,-13.33832,1301.8,14.515,10.562,185.0,442.41,638.14,532.9
16.29695,3.85493,498.2756,1.024945,-13.25805,1381.9,14.537,10.357,203.18,446.26,635.39,531.45
15.97806,3.7136,499.27945,1.015315,-13.17792,1334.4,14.519,10.322,198.44,448.4,633.64,530.33
15.46452,3.83572,500.37718,1.023035,-13.09863,1285.5,14.501,10.314,192.74,448.89,632.25,529.61
15.19836,3.42187,501.33437,1.01702,-13.01528,1623.2,14.58,9.8725,259.96,453.65,628.17,526.86
14.85308,3.44707,502.27245,1.016735,-12.93766,1343.6,14.516,10.095,209.15,452.75,628.3,527.7
14.22593,3.58144,503.37726,1.0207,-12.8584,1561.1,14.564,9.7707,256.73,458.14,624.65,525.31
13.98463,3.1715,504.50298,1.0183,-12.77724,1576.5,14.565,9.7064,262.63,458.93,623.02,524.43
13.59943,3.13649,505.45937,1.022835,-12.69842,1428.8,14.532,9.8123,236.53,459.94,622.42,524.82
13.11214,3.08961,506.40533,1.02346,-12.61505,1523.6,14.549,9.6435,260.77,463.91,619.76,523.16
12.81341,3.15614,507.45767,1.01772,-12.53904,1371.6,14.51,9.7899,232.93,463.38,619.58,523.14
12.43479,3.04262,508.40169,1.015025,-12.45628,1356.6,14.503,9.7844,233.66,465.43,618.31,522.54
12.05407,2.7305,509.58316,1.0164,-12.37807,1557.8,14.55,9.5205,277.9,468.02,615.24,520.92
11.43821,2.76995,510.50186,1.011685,-12.29882,1681.3,14.57,9.376,306.51,471.0,612.82,519.41
11.07386,2.99137,511.62648,1.00857,-12.21856,1625.5,14.556,9.3979,301.33,474.21,611.71,519.07
10.73472,2.4279,512.58447,1.013505,-12.13514,1870.3,14.593,9.198,350.0,478.97,608.77,517.16
10.3415,2.45862,513.53033,1.012295,-12.05801,2080.6,14.616,9.0621,383.84,478.78,606.5,515.14
9.83296,2.5978,514.59829,1.00849,-11.98108,1780.7,14.575,9.2304,345.18,482.95,606.79,516.43
9.59959,2.30268,515.58396,1.01407,-11.89836,1851.6,14.584,9.1729,361.4,484.56,605.26,515.43
9.25517,2.29975,516.70936,1.01147,-11.81832,2106.3,14.612,9.0191,404.25,487.05,602.71,513.38
8.82761,2.11844,517.62676,1.0112,-11.73924,1765.3,14.566,9.2249,355.3,487.38,603.99,514.88
8.23166,2.15696,518.75148,1.00941,-11.65898,1916.2,14.587,9.1024,386.04,489.31,601.75,513.26
8.01093,1.89441,519.70946,1.00776,-11.57827,1939.4,14.587,9.0797,395.94,492.65,600.68,512.69
7.48627,2.10774,520.62654,1.008315,-11.49846,2064.2,14.6,9.0145,420.59,496.32,599.17,511.61
7.10909,1.56489,521.70709,1.00964,-11.41876,2195.3,14.61,8.9122,446.48,498.8,597.11,510.13
6.86543,1.51345,522.87765,1.01103,-11.33803,2156.2,14.605,8.9488,444.43,499.49,596.87,509.97
6.43729,1.61149,523.77685,1.00927,-11.25822,2068.0,14.593,8.9716,440.71,504.89,596.64,510.21
6.02571,1.68406,524.68483,1.00564,-11.17852,1979.4,14.581,9.0085,431.31,504.63,596.42,510.11
5.40077,1.42508,525.73542,1.00747,-11.10075,2104.2,14.594,8.9332,455.73,506.35,594.8,508.82
5.05829,1.2635,526.76977,1.007385,-11.01856,2402.7,14.616,8.7773,504.6,508.75,592.1,506.53
4.65311,1.47479,527.9009,1.00614,-10.93826,2255.1,14.604,8.8505,491.57,514.16,592.75,507.37
4.41786,1.31554,528.90438,1.00751,-10.85756,2268.6,14.603,8.8253,500.56,516.53,591.84,506.8
3.92453,1.1205,529.85652,1.002835,-10.77894,2377.7,14.609,8.7742,520.51,516.78,590.5,505.57
3.57264,1.02664,530.89219,1.00397,-10.70212,2268.6,14.6,8.8026,511.02,517.54,590.22,505.61
3.14631,1.11757,531.86784,1.00208,-10.61897,2697.4,14.62,8.5969,583.33,523.79,587.11,502.92
2.78636,1.23083,532.95727,1.00043,-10.53821,2594.7,14.615,8.6275,574.51,525.49,586.99,503.05
2.22272,0.85583,533.89379,0.995805,-10.45894,2783.5,14.62,8.5441,609.51,527.23,585.27,501.49
1.87854,0.8741,535.08337,0.99978,-10.38143,2954.4,14.622,8.4683,642.52,528.02,583.64,499.96
1.53972,0.73498,536.03053,0.99947,-10.29802,3445.2,14.622,8.2634,741.13,536.45,580.65,497.26
1.1854,0.82382,537.09829,0.99915,-10.2187,3034.9,14.62,8.4123,673.36,536.36,582.08,498.96
0.66283,0.73724,538.07598,0.999525,-10.13916,3073.8,14.619,8.377,688.57,538.95,581.04,498.25
0.35203,0.52423,539.0304,0.995375,-10.05775,3112.1,14.619,8.3543,701.3,539.59,580.18,497.48
0.1411,0.49219,539.82503,0.994065,-10.00979,3080.1,14.617,8.3621,704.28,543.36,579.88,497.41
0.60868,0.35045,537.89295,1.000995,-10.12658,3523.4,14.616,8.1673,796.35,548.3,576.94,494.55
1.04017,0.2024,535.99675,1.005215,-10.2472,3668.4,14.615,8.1046,829.79,550.08,575.87,493.47
1.34889,0.48261,534.10012,1.009735,-10.36731,2933.4,14.614,8.4022,684.14,546.74,580.28,498.36
1.6959,0.42224,532.3378,1.004665,-10.48742,2517.8,14.602,8.5958,608.48,544.92,583.49,501.7
2.06562,0.42759,530.14356,1.00789,-10.60607,2136.7,14.575,8.8319,536.07,540.04,587.17,504.96
2.38279,0.54193,528.26331,1.005875,-10.72768,2551.2,14.608,8.6524,593.98,543.3,586.33,503.52
2.80715,0.41567,526.4825,1.00691,-10.85222,2263.8,14.591,8.8174,540.91,541.29,589.3,506.21
3.40474,0.42682,524.48575,1.00867,-10.97236,2425.4,14.605,8.7751,557.03,541.72,589.93,506.29
3.77901,0.4377,522.59023,1.015675,-11.0913,2328.9,14.601,8.8419,534.99,541.79,591.88,507.91
4.14279,0.47524,520.65199,1.00954,-11.20938,2180.0,14.591,8.9323,503.52,538.4,593.9,509.53
4.54327,0.35161,518.83731,1.01515,-11.32953,1746.7,14.534,9.2592,418.35,534.19,598.8,513.4
4.861,0.43687,516.85336,1.01277,-11.45141,2101.2,14.588,9.0326,476.63,537.41,597.18,511.98
5.19786,0.39159,514.76506,1.015705,-11.57151,1761.2,14.542,9.2934,409.98,535.02,601.4,515.23
5.65599,0.15997,512.88861,1.01385,-11.69162,1880.3,14.564,9.2323,426.52,536.35,601.75,515.47
6.17907,0.23123,511.10752,1.01781,-11.80998,1722.4,14.541,9.3892,390.43,535.47,604.71,517.56
6.51269,0.20377,509.14424,1.012905,-11.93189,1810.9,14.558,9.3228,404.04,537.77,604.97,518.0
7.04416,-0.01275,507.21496,1.01082,-12.04801,1619.9,14.526,9.5157,357.91,533.38,608.19,519.87
7.24437,0.2769,505.34106,1.01251,-12.17022,1849.0,14.57,9.3373,399.02,537.06,607.1,519.65
7.6367,0.28992,503.46603,1.019695,-12.2911,1969.0,14.588,9.2535,415.05,538.39,607.0,519.83
8.15717,0.01245,501.52688,1.018605,-12.41502,1857.7,14.577,9.3838,388.97,537.03,609.69,521.66
8.43608,0.17046,499.48336,1.021535,-12.53682,1525.6,14.518,9.7255,316.61,532.83,614.82,524.29
8.8106,0.09513,497.60916,1.022935,-12.65691,1564.1,14.529,9.684,321.97,534.63,615.4,525.13
9.35526,0.2468,495.73436,1.02103,-12.77703,1454.6,14.506,9.8589,291.12,532.78,618.52,526.53
9.7151,0.30814,493.8593,1.016535,-12.89561,1408.2,14.495,9.9467,275.91,532.76,620.61,527.57
10.10251,0.17687,491.86062,1.024035,-13.01575,1461.3,14.514,9.8849,282.94,531.19,620.87,528.51
10.5062,0.19845,490.1078,1.02365,-13.13149,1623.0,14.554,9.7179,313.48,533.55,620.11,529.26
10.86349,0.20874,488.10226,1.02287,-13.24595,1364.6,14.489,10.073,251.93,530.39,625.18,530.66
11.25176,0.17744,486.2155,1.023235,-13.36592,1371.2,14.495,10.081,249.22,530.25,626.35,531.77
11.52903,0.20615,484.0184,1.027385,-13.49166,1389.4,14.503,10.074,249.47,530.87,627.39,533.0
12.12963,0.20644,482.21123,1.02393,-13.61068,1375.6,14.501,10.117,242.21,531.01,629.05,534.18
12.61271,0.16194,480.26306,1.027055,-13.73206,1267.2,14.459,10.346,214.71,529.68,632.73,535.15
12.97112,0.11205,478.38865,1.02629,-13.8566,1349.0,14.497,10.201,227.26,529.71,632.48,536.69
13.32094,0.18673,476.48375,1.02351,-13.97183,1269.2,14.464,10.364,206.3,527.42,635.4,537.54
13.75569,0.17309,474.59046,1.029645,-14.09525,1284.4,14.474,10.363,205.3,528.86,636.82,539.06
14.05182,0.14002,472.71601,1.021435,-14.21062,1349.4,14.504,10.277,214.77,530.19,637.45,540.82
14.52816,0.04885,470.72816,1.030905,-14.33698,1201.6,14.437,10.586,182.7,526.47,641.78,541.45
14.77787,0.24879,468.64006,1.034155,-14.45722,1399.5,14.525,10.261,217.46,532.25,640.44,543.85
15.49333,-0.04902,466.76351,1.02991,-14.57733,1170.1,14.422,10.716,170.81,527.07,646.04,544.19
15.74225,0.22323,464.98259,1.03083,-14.69107,1095.8,14.383,10.924,158.7,525.0,649.56,545.58
16.17237,-0.04573,463.16733,1.034315,-14.81107,1187.7,14.436,10.759,164.8,526.85,649.76,547.35
16.56451,0.10848,461.02339,1.031115,-14.93758,1162.1,14.426,10.873,156.87,525.41,652.46,549.21
16.91953,0.13706,459.21166,1.036355,-15.05143,1088.4,14.382,11.063,146.58,525.2,655.68,550.08
17.17975,0.27369,457.34123,1.03793,-15.17143,1152.2,14.423,11.01,147.65,526.19,657.16,552.54
17.59215,0.21123,455.40192,1.03525,-15.29676,1040.2,14.358,11.302,134.03,523.07,661.24,553.71
18.10159,0.28919,453.44349,1.035915,-15.4105,1006.2,14.339,11.45,127.32,522.43,664.22,555.63
18.59148,0.1405,451.42334,1.03057,-15.53518,1057.2,14.374,11.418,126.73,524.64,665.68,557.71
18.9002,0.23063,449.51318,1.04195,-15.65077,1041.0,14.367,11.55,121.26,522.34,668.4,559.56
19.31703,0.06877,447.67223,1.042655,-15.77697,1151.9,14.431,11.431,126.9,525.87,669.15,561.64
19.67701,0.1822,445.73331,1.038105,-15.89253,932.27,14.286,11.985,106.67,519.23,675.11,563.47
20.07348,0.1824,443.75005,1.03752,-16.01564,922.03,14.277,12.104,102.63,520.17,677.61,565.55
20.45742,0.04252,441.84992,1.032695,-16.13746,992.35,14.34,12.038,102.85,522.3,678.61,567.33
20.79241,0.00981,440.08802,1.042,-16.25288,1001.5,14.348,12.129,99.58,522.8,680.9,569.39
21.38272,0.30778,438.12574,1.048235,-16.37132,1097.8,14.408,12.037,102.64,526.85,681.77,571.15
21.7341,0.12953,436.01483,1.04852,-16.49769,924.99,14.287,12.505,89.42,522.27,686.7,573.75
22.10257,0.27938,434.27161,1.039795,-16.6117,855.65,14.199,12.943,82.121,514.18,691.56,577.7
22.46716,0.05858,432.29898,1.034755,-16.7317,853.54,14.194,13.05,79.93,516.15,693.87,579.95
22.94011,0.01223,430.65281,1.04546,-16.85019,951.66,14.319,12.833,80.774,520.36,693.79,580.15
23.32668,-0.09234,428.4718,1.044955,-16.9752,1046.2,14.384,12.719,82.646,525.23,694.5,581.38
23.49186,0.42077,426.47759,1.050185,-17.09693,875.46,14.239,13.28,74.496,518.75,699.84,585.61
24.11893,0.14794,424.64864,1.05544,-17.2138,880.13,14.246,13.371,72.766,520.22,702.05,587.68
24.56733,0.14458,422.72474,1.04331,-17.33718,833.4,14.171,13.743,70.439,515.33,706.57,591.52
24.97894,0.02609,420.81037,1.04671,-17.45235,811.15,14.095,14.091,71.125,511.94,710.31,595.77
25.24766,0.23777,418.95203,1.04775,-17.57086,892.35,14.271,13.715,67.632,519.01,709.37,594.06
25.66417,0.10301,417.00797,1.05069,-17.691,856.38,14.221,13.967,67.212,517.68,712.5,597.19
26.0137,0.33412,415.14872,1.05259,-17.81604,844.75,14.206,14.142,66.402,516.62,715.42,599.66
26.50521,0.10797,412.9815,1.051885,-17.93776,825.7,14.163,14.379,67.102,515.75,718.5,602.81
26.94425,0.28213,411.19028,1.061735,-18.05294,813.16,14.136,14.611,67.322,513.37,721.88,605.79
27.39114,0.10071,409.34151,1.049695,-18.17051,816.65,14.146,14.693,66.993,514.79,723.94,607.76
27.87057,0.11931,407.35326,1.05171,-18.29031,780.49,14.005,15.282,71.778,506.55,729.42,613.41
28.13301,-0.00887,405.26509,1.05497,-18.41666,825.16,14.178,14.856,65.686,515.06,728.25,611.38
28.53276,0.1311,403.44878,1.059295,-18.53222,812.78,14.148,15.085,66.66,512.81,731.4,614.33
28.76203,0.34082,401.60982,1.06061,-18.65065,799.07,14.101,15.323,68.468,513.37,734.55,617.44
29.41923,-0.2083,399.64408,1.05568,-18.7708,782.78,14.039,15.661,70.612,509.18,738.38,621.04
29.75206,0.1875,397.60225,1.05097,-18.89092,775.83,14.02,15.848,70.991,508.12,741.38,623.51
29.99083,0.34305,395.89454,1.05877,-19.00921,793.57,14.09,15.718,69.273,513.3,741.9,624.0
30.58839,0.07757,393.96586,1.06037,-19.13118,807.96,14.159,15.669,66.891,513.51,743.73,624.74
30.88248,0.12139,392.09085,1.0667,-19.25128,776.47,14.046,16.149,70.179,508.51,748.42,629.31
31.29697,-0.02168,389.98716,1.05984,-19.3714,772.3,14.023,16.348,71.296,507.55,751.18,632.04
31.67424,0.13511,388.10905,1.0662,-19.49152,752.34,13.934,16.764,73.811,503.61,755.42,636.07
32.01404,0.11922,386.21351,1.06372,-19.6163,771.52,14.031,16.552,71.243,509.34,755.83,635.94
32.38039,0.11352,384.43298,1.066735,-19.7253,750.63,13.941,16.999,73.445,503.28,760.37,640.14
33.00778,0.05637,382.40184,1.065195,-19.85002,756.19,13.976,17.001,72.473,505.72,762.21,641.47
33.46836,-0.06927,380.49098,1.06319,-19.97035,746.22,13.933,17.263,73.47,503.15,765.35,644.33
33.69823,0.33496,378.65545,1.064575,-20.08698,749.41,13.955,17.348,73.02,502.0,767.69,646.23
34.12968,-0.12757,376.74723,1.068345,-20.21036,754.44,13.983,17.372,72.547,503.64,769.53,647.7
34.44813,0.28232,374.80678,1.0722,-20.32575,745.82,13.964,17.594,72.314,499.81,772.92,650.29
34.90949,0.00914,372.97164,1.065125,-20.42845,737.07,13.91,17.854,73.921,500.78,775.83,653.35
34.50905,0.21065,374.25789,1.06583,-20.33351,720.98,13.856,18.214,74.261,493.46,780.02,656.77
34.10151,0.15819,376.22806,1.053575,-20.21277,742.37,13.955,17.958,72.84,500.22,779.87,656.35
33.71842,0.30115,378.14059,1.065885,-20.09265,740.15,13.946,17.905,72.75,499.01,778.32,654.94
33.41597,-0.05785,379.92942,1.076405,-19.9758,778.35,14.121,17.171,71.562,509.55,772.15,648.92
33.11643,-0.09257,381.97493,1.06478,-19.85423,742.45,13.945,17.661,72.762,499.07,773.38,650.77
32.60666,0.1264,383.83314,1.060945,-19.73792,715.48,13.797,18.016,76.436,494.0,773.35,651.8
32.28573,0.11383,385.70844,1.054555,-19.61471,751.81,13.96,17.328,73.135,502.69,767.53,646.17
31.56626,0.16258,387.58354,1.069185,-19.49604,762.4,14.015,17.029,71.614,505.22,764.24,642.94
31.27275,0.1224,389.65604,1.065845,-19.3777,783.6,14.107,16.606,69.812,509.26,759.92,638.82
