in1,in2,in3,in4,out1,out2,out1_2sec_shift,out1_2sec_shift_noise,out1_2sec_shift_filt,out1_2sec_shift_noise_filt,out1_4sec_shift,out1_4sec_shift_noise,out1_4sec_shift_filt,out1_4sec_shift_noise_filt,out1_6sec_shift,out1_6sec_shift_noise,out1_6sec_shift_filt,out1_6sec_shift_noise_filt,out1_8sec_shift,out1_8sec_shift_noise,out1_8sec_shift_filt,out1_8sec_shift_noise_filt,out1_10sec_shift,out1_10sec_shift_noise,out1_10sec_shift_filt,out1_10sec_shift_noise_filt,out2_2sec_shift,out2_2sec_shift_noise,out2_2sec_shift_filt,out2_2sec_shift_noise_filt,out2_4sec_shift,out2_4sec_shift_noise,out2_4sec_shift_filt,out2_4sec_shift_noise_filt,out2_6sec_shift,out2_6sec_shift_noise,out2_6sec_shift_filt,out2_6sec_shift_noise_filt,out2_8sec_shift,out2_8sec_shift_noise,out2_8sec_shift_filt,out2_8sec_shift_noise_filt,out2_10sec_shift,out2_10sec_shift_noise,out2_10sec_shift_filt,out2_10sec_shift_noise_filt
-32.661,31.305,3000.0,601.92,2466.6,1887.8,2449.5,2449.510520993395,2446.8371317931633,2447.8408450231873,2420.5,2420.534183251061,2419.3360421435136,2419.7265056505667,2390.7,2389.579941006572,2392.668862777612,2393.6260065501037,2355.3,2355.622062800996,2363.7970026464263,2364.839276521023,2342.2,2342.949520993718,2342.810267696431,2342.443645837021,1881.0,1881.7418972723165,1880.7324925077742,1880.7320355031038,1868.5,1868.1664173663678,1868.1184420885816,1867.8274309231383,1861.9,1860.470132264434,1859.9039268019394,1860.3223131701723,1835.4,1835.0245256346839,1842.6774163373238,1842.1964614081476,1840.6,1840.342007921857,1835.614100333484,1836.3795247578614
-32.552,30.965,3000.0,602.23,2473.6,1889.5,2467.4,2467.2925241085686,2460.6592206667556,2461.237973567155,2423.5,2422.164421638909,2430.904099092966,2431.7144297733375,2412.8,2411.320310232878,2407.9173918828283,2408.378256387311,2377.9,2378.475831150565,2376.6004988362783,2377.7952561250377,2362.3,2361.127721882065,2354.5836673078074,2354.48846148449,1893.8,1894.1443532209348,1887.5363058373516,1887.1494076905954,1868.5,1868.3625759511813,1872.7805210886436,1872.9576864308237,1865.4,1865.8505380621957,1864.8400590174328,1865.1447116786208,1854.9,1853.7449238291865,1851.551753047257,1851.3328816285862,1838.5,1838.6921811009968,1838.550520016061,1839.2323621957612
-32.469,30.343,3000.0,599.44,2474.2,1893.5,2466.6,2466.9725057753158,2467.9404772644343,2468.1167114373384,2449.5,2449.883921770858,2446.8371317931633,2447.809681775947,2420.5,2420.5942800378944,2419.3360421435136,2419.451071687034,2390.7,2390.795462465087,2392.668862777612,2393.222347611336,2355.3,2355.5305699061114,2363.7970026464263,2363.651271266152,1887.8,1887.0289279337214,1889.569960529394,1889.2806285396507,1881.0,1880.410548811497,1880.7324925077742,1880.9841680020254,1868.5,1867.7972971806937,1868.1184420885816,1867.597102708126,1861.9,1862.9825078695146,1859.9039268019394,1859.9042194511871,1835.4,1834.3062789262233,1842.6774163373238,1843.2192475928864
-32.057,28.86,3000.0,600.21,2501.6,1899.5,2473.6,2473.6876869798957,2473.356703818853,2473.454664173096,2467.4,2467.1824723835107,2460.6592206667556,2460.8352742703546,2423.5,2426.109999492475,2430.904099092966,2431.0531314269774,2412.8,2413.8374689647785,2407.9173918828283,2407.874356892892,2377.9,2377.2871858039885,2376.6004988362783,2376.2230643973053,1889.5,1890.1418131275072,1890.8617604533433,1891.1320101172705,1893.8,1893.4180386697,1887.5363058373516,1887.5423272106586,1868.5,1869.3152568723574,1872.7805210886436,1872.390470172414,1865.4,1865.1301922006217,1864.8400590174328,1864.8645851518197,1854.9,1856.0519355956153,1851.551753047257,1851.8453385509915
-31.602,28.378,3000.0,602.46,2527.0,1906.0,2474.2,2474.9795247309025,2483.267255043047,2483.2544200570474,2466.6,2465.447301397875,2467.9404772644343,2467.1720999343042,2449.5,2450.250541726301,2446.8371317931633,2446.908611120099,2420.5,2419.757822771001,2419.3360421435136,2419.7808085835522,2390.7,2391.0566720095476,2392.668862777612,2392.3795525030046,1893.5,1893.8126562563568,1894.3525428566832,1895.0499908398629,1887.8,1884.795545020372,1889.569960529394,1889.4134022741846,1881.0,1881.222863834949,1880.7324925077742,1881.1609602776402,1868.5,1866.7833988301845,1868.1184420885816,1868.1860991135777,1861.9,1861.7910223992517,1859.9039268019394,1860.3666612469324
-32.137,28.003,3000.0,602.92,2512.2,1893.3,2501.6,2501.307775182074,2500.1356566593468,2499.9712871729544,2473.6,2472.8423102161473,2473.356703818853,2472.124188861846,2467.4,2465.4644953722227,2460.6592206667556,2460.696739878489,2423.5,2420.7240809495947,2430.904099092966,2431.376829717874,2412.8,2411.6769358523243,2407.9173918828283,2407.7940988640416,1899.5,1897.5744711244597,1898.7567250313768,1899.4664986384928,1889.5,1889.9705615725413,1890.8617604533433,1890.7837092045093,1893.8,1894.0021322292232,1887.5363058373516,1888.3378700210374,1868.5,1868.381196344599,1872.7805210886436,1872.9134327456618,1865.4,1863.2830256941954,1864.8400590174328,1865.6811481072389
-31.41,27.41,3000.0,596.6,2526.9,1913.6,2527.0,2525.828106505174,2514.2845271820506,2514.382843019138,2474.2,2473.65266018274,2483.267255043047,2482.169036334173,2466.6,2467.4830283472625,2467.9404772644343,2468.1197175978828,2449.5,2450.3327332991366,2446.8371317931633,2446.7602320110836,2420.5,2421.0761894220923,2419.3360421435136,2418.6870767900646,1906.0,1906.6678602954285,1901.003216747032,1901.266943300843,1893.5,1893.805238639877,1894.3525428566832,1894.5563342096696,1887.8,1887.1322497108497,1889.569960529394,1890.1849246658649,1881.0,1879.9680201639678,1880.7324925077742,1880.6425086656302,1868.5,1870.1829553063133,1868.1184420885816,1868.778792923342
-31.465,26.589,3000.1,604.4,2551.0,1903.4,2512.2,2512.6468510670315,2520.9703478791157,2521.2862083093005,2501.6,2501.6653824248806,2500.1356566593468,2499.3461052737057,2473.6,2474.1401526700956,2473.356703818853,2473.7936415488125,2467.4,2464.9048065399948,2460.6592206667556,2460.3571737327056,2423.5,2423.253712200106,2430.904099092966,2429.656081991145,1893.3,1893.494236847991,1902.2486503235393,1902.109947071252,1899.5,1900.0357003671745,1898.7567250313768,1899.2324188912537,1889.5,1889.0329880375175,1890.8617604533433,1891.5367756092528,1893.8,1893.2218646574179,1887.5363058373516,1886.8552058771916,1868.5,1867.8001950065775,1872.7805210886436,1873.1327164887703
-30.976,26.018,3000.0,604.62,2574.0,1911.3,2526.9,2528.226979358766,2531.8541911339207,2532.0267580193085,2527.0,2529.0247531601617,2514.2845271820506,2513.7068799303443,2474.2,2474.7608043363575,2483.267255043047,2483.3729266607343,2466.6,2466.5571723803187,2467.9404772644343,2467.6986202258367,2449.5,2449.6544345186794,2446.8371317931633,2445.8199833124118,1913.6,1914.3877705382206,1905.641883785588,1905.6427832633317,1906.0,1905.1115244034181,1901.003216747032,1901.3467429132602,1893.5,1894.6256424352798,1894.3525428566832,1894.9754419852911,1887.8,1887.6048725290027,1889.569960529394,1888.5532292873345,1881.0,1883.0806630177558,1880.7324925077742,1880.8056096137082
-30.647,25.612,3000.0,601.57,2581.9,1918.6,2551.0,2552.4164487210332,2550.3156834361457,2550.142069559375,2512.2,2512.515528428122,2520.9703478791157,2520.498864314969,2501.6,2502.3799919469325,2500.1356566593468,2499.6630583053375,2473.6,2472.9275401241484,2473.356703818853,2473.380562465457,2467.4,2466.392184122916,2460.6592206667556,2459.9429095759297,1903.4,1903.3592352091296,1908.0985978103279,1908.6428455072544,1893.3,1892.778827439383,1902.2486503235393,1902.6250979149422,1899.5,1899.809884197752,1898.7567250313768,1898.8711200775515,1889.5,1889.2152617711488,1890.8617604533433,1889.9801970239314,1893.8,1892.9171826951958,1887.5363058373516,1887.2464651092114
-31.012,24.866,3000.0,602.52,2577.0,1910.2,2574.0,2573.7419422273183,2567.789850449346,2567.2299361241476,2526.9,2527.4947546791245,2531.8541911339207,2531.519468274475,2527.0,2526.2889697048304,2514.2845271820506,2513.658522172097,2474.2,2475.3412789792324,2483.267255043047,2483.1731810936953,2466.6,2466.25197879284,2467.9404772644343,2467.6468303619113,1911.3,1911.4158602207551,1911.1864030372458,1911.62487201342,1913.6,1913.271773703706,1905.641883785588,1905.905144110504,1906.0,1906.0060989508254,1901.003216747032,1901.2480552485995,1893.5,1893.5748238508015,1894.3525428566832,1893.94985743197,1887.8,1887.981175660689,1889.569960529394,1888.9480838620816
-30.401,23.757,3000.0,597.6,2596.8,1921.5,2581.9,2582.2201861166045,2577.7801284312504,2577.392527139805,2551.0,2551.892474401299,2550.3156834361457,2550.2735598656923,2512.2,2511.4666358495083,2520.9703478791157,2520.3482640098973,2501.6,2503.4062007824637,2500.1356566593468,2499.9053628566016,2473.6,2472.7919953541036,2473.356703818853,2473.7886470696444,1918.6,1918.816757595727,1914.148181736297,1914.4136828722126,1903.4,1902.9848672781993,1908.0985978103279,1907.7451356475303,1893.3,1893.5871282798157,1902.2486503235393,1903.1656506204852,1899.5,1899.8940477120866,1898.7567250313768,1898.6186807228191,1889.5,1889.9067834800233,1890.8617604533433,1890.1750722031607
-30.117,23.678,3000.1,595.17,2602.1,1926.8,2577.0,2575.247966939227,2584.235433553241,2583.8555973756875,2574.0,2573.3620693699318,2567.789850449346,2567.9638492570193,2526.9,2526.8484503759632,2531.8541911339207,2531.528347088912,2527.0,2526.6441602920786,2514.2845271820506,2514.4628622913187,2474.2,2473.5755579651473,2483.267255043047,2483.7201520725403,1910.2,1910.617714657488,1915.9452121243662,1916.4253155632437,1911.3,1910.9487865402439,1911.1864030372458,1910.794677799039,1913.6,1914.9226817214965,1905.641883785588,1906.8934557705772,1906.0,1905.7147423736421,1901.003216747032,1900.7034478186806,1893.5,1894.2246611613584,1894.3525428566832,1893.5363099745277
-30.144,23.095,3000.0,599.8,2617.6,1921.8,2596.8,2595.962775399853,2593.6739302781343,2593.1532092427888,2581.9,2579.557539561423,2577.7801284312504,2578.2788965270447,2551.0,2551.3274354688274,2550.3156834361457,2550.2605023714905,2512.2,2511.681935164895,2520.9703478791157,2521.5922167850304,2501.6,2500.122618641338,2500.1356566593468,2500.2771594039796,1921.5,1921.461904330588,1919.842924505907,1920.3335952407488,1918.6,1917.9579367292386,1914.148181736297,1913.9618950365273,1903.4,1901.7218206172915,1908.0985978103279,1909.1731175177458,1893.3,1893.9525527713445,1902.2486503235393,1901.9454175516207,1899.5,1898.8019427142463,1898.7567250313768,1897.806613610483
-30.132,22.25,3000.0,603.0,2633.3,1917.7,2602.1,2601.356841164629,2605.0993580820177,2604.618753987205,2577.0,2578.0120877196123,2584.235433553241,2584.745503596978,2574.0,2574.2607163195694,2567.789850449346,2567.7096552194485,2526.9,2528.0413486303623,2531.8541911339207,2532.371870878482,2527.0,2526.2577230817487,2514.2845271820506,2514.270079155963,1926.8,1926.878096516296,1922.8450692573,1923.1906953995242,1910.2,1908.0391536823515,1915.9452121243662,1915.59200721995,1911.3,1910.4528567929183,1911.1864030372458,1912.1006566087053,1913.6,1913.0315038267797,1905.641883785588,1905.131981221763,1906.0,1904.6023801444776,1901.003216747032,1900.589297285079
-29.689,21.377,3000.0,607.03,2666.9,1918.5,2617.6,2618.4517213354998,2619.205051594674,2618.593853686467,2596.8,2594.4591344988526,2593.6739302781343,2593.431062746542,2581.9,2580.0841950838426,2577.7801284312504,2577.7231917133004,2551.0,2550.1073182643595,2550.3156834361457,2550.644700696488,2512.2,2512.6259350709865,2520.9703478791157,2520.7432917446035,1921.8,1922.0354926373554,1921.7992585155282,1921.808396084811,1921.5,1920.4933185989537,1919.842924505907,1919.1938910264143,1918.6,1918.4730959949084,1914.148181736297,1915.192976445132,1903.4,1903.6095272360762,1908.0985978103279,1907.5803693352645,1893.3,1892.80279751927,1902.2486503235393,1902.0376710654668
-29.288,20.616,3000.0,596.35,2661.9,1927.9,2633.3,2630.7684260890105,2637.4677324349104,2636.6949514765256,2602.1,2601.0375064556483,2605.0993580820177,2604.413953692069,2577.0,2575.2747620652835,2584.235433553241,2584.369584293483,2574.0,2575.323929652988,2567.789850449346,2568.0347163642023,2526.9,2527.207033669812,2531.8541911339207,2531.9171506425255,1917.7,1919.2108110577765,1919.9835066234261,1919.7047565381358,1926.8,1927.3921908397058,1922.8450692573,1922.3400254657913,1910.2,1910.2513119793116,1915.9452121243662,1917.1346517097475,1911.3,1912.9344454877555,1911.1864030372458,1911.0872314804544,1913.6,1912.5807662476107,1905.641883785588,1905.2123265039231
-29.311,20.199,3000.0,596.33,2664.6,1926.7,2666.9,2665.10601926682,2654.5767905781913,2653.618051431994,2617.6,2616.480624267039,2619.205051594674,2618.6673289990595,2596.8,2596.7217618375453,2593.6739302781343,2594.1522444196517,2581.9,2581.187649152304,2577.7801284312504,2577.8591612071227,2551.0,2549.8780542839877,2550.3156834361457,2550.933811596718,1918.5,1917.4279970408666,1921.239090328454,1920.9970752797155,1921.8,1921.8563111535218,1921.7992585155282,1921.517295927763,1921.5,1922.7482553099353,1919.842924505907,1921.1780935653298,1918.6,1920.3294486161437,1914.148181736297,1914.334750325012,1903.4,1902.9530822197494,1908.0985978103279,1907.7906160324542
-29.41,20.04,3000.0,607.3,2688.6,1918.4,2661.9,2662.8401980168555,2663.5881203629715,2662.3704442132703,2633.3,2634.1633115419418,2637.4677324349104,2637.3904935555947,2602.1,2601.7327318833345,2605.0993580820177,2605.603724502238,2577.0,2575.864837041257,2584.235433553241,2584.459900378929,2574.0,2574.2584225316095,2567.789850449346,2568.6397822401013,1927.9,1926.6584128152488,1924.217963640052,1924.316131769072,1917.7,1918.6825561358448,1919.9835066234261,1919.9807039274397,1926.8,1929.3392985249332,1922.8450692573,1923.9974594444825,1910.2,1911.3865311979143,1915.9452121243662,1915.8299781514374,1911.3,1912.5915761355047,1911.1864030372458,1911.093419240035
-29.164,18.433,2999.9,599.15,2691.0,1922.2,2664.6,2664.5897836434556,2671.249344899932,2669.8115401653413,2666.9,2667.3652509148983,2654.5767905781913,2654.903517308054,2617.6,2619.5095998988845,2619.205051594674,2619.448706989726,2596.8,2598.346391190302,2593.6739302781343,2594.052368608912,2581.9,2581.1895556373765,2577.7801284312504,2578.2632710137595,1926.7,1926.403631107254,1924.2254221049388,1924.648403688202,1918.5,1917.6769198836653,1921.239090328454,1921.5437186516956,1921.8,1921.2926646950848,1921.7992585155282,1922.32811169375,1921.5,1919.5146872912665,1919.842924505907,1919.246792342222,1918.6,1919.0959943446746,1914.148181736297,1914.226762379574
-29.395,18.114,3000.1,598.09,2683.5,1919.9,2688.6,2689.371554348755,2681.684818574562,2680.647960605839,2661.9,2661.1336459475783,2663.5881203629715,2664.0901200672342,2633.3,2633.992547181555,2637.4677324349104,2637.2956363703543,2602.1,2601.795469917889,2605.0993580820177,2605.4554306556147,2577.0,2577.550475089467,2584.235433553241,2584.025496636405,1918.4,1918.5174568041175,1921.9528705166485,1922.584346483842,1927.9,1926.773191618918,1924.217963640052,1924.1470229363508,1917.7,1918.6240855479627,1919.9835066234261,1919.6907018724946,1926.8,1925.8027498619176,1922.8450692573,1922.4564907663612,1910.2,1911.0676787031068,1915.9452121243662,1916.2851245693514
-28.549,17.919,3000.0,600.83,2717.3,1925.1,2691.0,2690.451160312471,2688.6162829018986,2688.53233042136,2664.6,2664.241942129128,2671.249344899932,2671.5579503603963,2666.9,2668.5815873502875,2654.5767905781913,2654.0571756860163,2617.6,2619.3504021376375,2619.205051594674,2619.5953044311086,2596.8,2596.0096356059357,2593.6739302781343,2593.306483070092,1922.2,1923.2603467571514,1921.1669289303227,1921.3692475351554,1926.7,1926.8504896966924,1924.2254221049388,1923.730614069762,1918.5,1919.4924604345147,1921.239090328454,1920.211531434439,1921.8,1921.0416194355034,1921.7992585155282,1921.9426227276404,1921.5,1921.7075517889907,1919.842924505907,1920.2300243012764
-28.309,17.313,3000.0,598.78,2723.7,1926.4,2683.5,2682.7230644000592,2696.0412030593407,2696.618876778745,2688.6,2689.606196373775,2681.684818574562,2681.630506178961,2661.9,2662.168847709248,2663.5881203629715,2663.2801765170125,2633.3,2632.6660225804994,2637.4677324349104,2637.5895901584936,2602.1,2599.362717067588,2605.0993580820177,2604.924659903681,1919.9,1918.694092075367,1922.0271905794416,1921.712004591537,1918.4,1920.0705839788025,1921.9528705166485,1921.7974017920824,1927.9,1927.9557646002606,1924.217963640052,1922.7243584794915,1917.7,1918.7315826770996,1919.9835066234261,1920.2431691723823,1926.8,1927.8110802605647,1922.8450692573,1923.2925299188696
-28.534,16.314,3000.0,598.42,2724.4,1922.5,2717.3,2716.8356747606813,2709.5967561768043,2710.4288610435046,2691.0,2690.317480971864,2688.6162829018986,2688.5781191683704,2664.6,2665.082818240727,2671.249344899932,2671.6102001175313,2666.9,2666.4949603593345,2654.5767905781913,2654.2959091526836,2617.6,2619.590964043725,2619.205051594674,2619.26830347505,1925.1,1925.9828293695248,1923.7969527557584,1923.705731728698,1922.2,1921.4818508042338,1921.1669289303227,1921.4099544752557,1926.7,1926.940876789716,1924.2254221049388,1922.8466318434944,1918.5,1917.9052141791885,1921.239090328454,1921.2478480469654,1921.8,1922.271575760308,1921.7992585155282,1922.3889155188876
-28.608,15.982,3000.0,604.86,2738.6,1917.8,2723.7,2722.8742267081084,2720.8892224501624,2721.5996132424443,2683.5,2681.673769258572,2696.0412030593407,2696.3432498777647,2688.6,2687.0509152792015,2681.684818574562,2682.558068965776,2661.9,2661.9595573730444,2663.5881203629715,2663.382948435833,2633.3,2633.5479229564176,2637.4677324349104,2637.5657744098216,1926.4,1926.5989163499587,1924.281631610036,1924.3729820983199,1919.9,1919.8448401584571,1922.0271905794416,1922.0817826213738,1918.4,1917.2433115768147,1921.9528705166485,1920.9222592854003,1927.9,1927.5949710238754,1924.217963640052,1923.889132099419,1917.7,1917.2938099543933,1919.9835066234261,1920.4972647030904
-28.323,15.985,3000.0,603.13,2741.6,1920.8,2724.4,2725.3384802445084,2728.185235416853,2728.295065589837,2717.3,2716.8083436736947,2709.5967561768043,2709.924525358769,2691.0,2692.6647218835087,2688.6162829018986,2689.3478791960633,2664.6,2667.2645642639914,2671.249344899932,2671.4553033030243,2666.9,2666.2180320962216,2654.5767905781913,2654.3208432825836,1922.5,1922.6362520490177,1922.3494006517344,1922.3218238430525,1925.1,1926.2870593534456,1923.7969527557584,1924.101262998342,1922.2,1920.558336208938,1921.1669289303227,1920.6465560096296,1926.7,1928.1765809226144,1924.2254221049388,1923.5576622176413,1918.5,1918.5041161260351,1921.239090328454,1921.5533951572197
-27.441,14.079,3000.0,597.9,2759.0,1923.8,2738.6,2738.047306973642,2736.215580316095,2736.2275257679757,2723.7,2723.6128989401896,2720.8892224501624,2720.9734338196713,2683.5,2683.635302175348,2696.0412030593407,2696.119833669552,2688.6,2688.738264899823,2681.684818574562,2682.320520679551,2661.9,2661.791566222336,2663.5881203629715,2662.828458776182,1917.8,1918.2905139258337,1920.511225646418,1920.6648701282784,1926.4,1927.2754715148972,1924.281631610036,1925.0320242975317,1919.9,1920.8556598153161,1922.0271905794416,1922.034684784201,1918.4,1918.0466012934276,1921.9528705166485,1921.517376827815,1927.9,1927.7311930017975,1924.217963640052,1924.6532304400266
-27.151,13.872,3000.1,599.72,2767.0,1923.9,2741.6,2739.9809238804783,2745.5891291784574,2746.036606967855,2724.4,2725.6637693115827,2728.185235416853,2728.2933726240635,2717.3,2717.595724930809,2709.5967561768043,2709.3024012126625,2691.0,2691.336390103833,2688.6162829018986,2689.297293625891,2664.6,2664.958250106312,2671.249344899932,2669.89235902397,1920.8,1919.211975155119,1921.074506785439,1921.2880323676445,1922.5,1921.9729348310805,1922.3494006517344,1922.7587644023959,1925.1,1925.0494674972244,1923.7969527557584,1923.5959378755379,1922.2,1921.4211575117984,1921.1669289303227,1921.3798928004758,1926.7,1927.82528143643,1924.2254221049388,1924.6072884950022
-27.495,13.048,3000.0,603.02,2773.1,1918.6,2759.0,2758.427693544772,2756.3185565917056,2756.838260579102,2738.6,2738.8748571690103,2736.215580316095,2736.758888438674,2723.7,2724.6179104007215,2720.8892224501624,2720.601116315778,2683.5,2683.108917851719,2696.0412030593407,2696.064940647051,2688.6,2688.517060228886,2681.684818574562,2680.2325993234817,1923.8,1924.9880737570818,1922.4646546323916,1922.1369037837526,1917.8,1916.859979305879,1920.511225646418,1920.248142341594,1926.4,1926.680066996637,1924.281631610036,1923.6209432854826,1919.9,1920.3913958803678,1922.0271905794416,1922.2574170585613,1918.4,1919.0739263480484,1921.9528705166485,1922.1732334208073
-27.209,12.393,3000.0,602.59,2778.9,1918.6,2767.0,2767.014081686381,2765.748537347451,2766.3288625687424,2741.6,2741.087471862991,2745.5891291784574,2746.489230497271,2724.4,2724.5495666480037,2728.185235416853,2727.8320558878013,2717.3,2715.261519124922,2709.5967561768043,2709.0422761193913,2691.0,2691.2037498671048,2688.6162829018986,2687.9682701152788,1923.9,1924.1611311842069,1922.09631772597,1921.368349116945,1920.8,1921.4985970808368,1921.074506785439,1920.5512452166352,1922.5,1922.9975204792763,1922.3494006517344,1921.8212924371633,1925.1,1925.5016760632352,1923.7969527557584,1923.7271378334592,1922.2,1924.052651315732,1921.1669289303227,1921.4136504061544
-26.612,11.453,3000.0,599.1,2782.2,1920.3,2773.1,2774.750458345548,2772.6335172881304,2773.2662225598738,2759.0,2759.263643704575,2756.3185565917056,2756.960764655089,2738.6,2738.396522660843,2736.215580316095,2735.6690543497552,2723.7,2724.7747813556066,2720.8892224501624,2720.345493511787,2683.5,2684.7067302309288,2696.0412030593407,2696.194015383544,1918.6,1918.3736991289131,1920.276825555784,1920.0890838401074,1923.8,1923.0055353471214,1922.4646546323916,1921.8446345491031,1917.8,1918.5880502976424,1920.511225646418,1920.4447590351103,1926.4,1925.1602373072376,1924.281631610036,1924.19190591736,1919.9,1920.8347648053775,1922.0271905794416,1922.1814295418628
-26.666,11.613,3000.0,596.75,2777.2,1921.4,2778.9,2780.498696539439,2777.514413990218,2777.897970862773,2767.0,2766.2108638370264,2765.748537347451,2765.513337586439,2741.6,2740.4949275813697,2745.5891291784574,2745.192077388493,2724.4,2724.0651468834644,2728.185235416853,2727.984330036302,2717.3,2718.621927879844,2709.5967561768043,2709.9441718045778,1918.6,1918.7629713068802,1919.4647413560556,1920.2104775985786,1923.9,1924.4920156562896,1922.09631772597,1921.4925206365988,1920.8,1920.752420892943,1921.074506785439,1921.2764967032194,1922.5,1923.2547490841798,1922.3494006517344,1922.011085621819,1925.1,1925.8300684957107,1923.7969527557584,1923.823079768752
-26.579,10.172,3000.0,599.47,2788.9,1917.0,2782.2,2781.110761380972,2780.062461332215,2780.429367074047,2773.1,2773.201947109721,2772.6335172881304,2771.747461170764,2759.0,2758.3711851110797,2756.3185565917056,2756.364215511144,2738.6,2739.4058860780483,2736.215580316095,2736.392885923551,2723.7,2725.222920515047,2720.8892224501624,2721.1650458312724,1920.3,1922.230511984713,1919.8866090191264,1920.9429796298996,1918.6,1917.9197644276455,1920.276825555784,1919.8690063272184,1923.8,1925.0573025389442,1922.4646546323916,1923.0050076477396,1917.8,1919.4614523497853,1920.511225646418,1919.9610768032173,1926.4,1927.5336073724325,1924.281631610036,1924.3711801065392
-25.906,95.107,3000.0,600.99,2797.5,1917.2,2777.2,2776.6721924859853,2782.536601820458,2783.0196471025965,2778.9,2778.2748926635772,2777.514413990218,2776.565353692653,2767.0,2768.0198224261285,2765.748537347451,2765.7503969030204,2741.6,2741.9007197191886,2745.5891291784574,2746.268245309037,2724.4,2722.390411749401,2728.185235416853,2728.7717925190086,1921.4,1922.7190594100814,1919.64217579685,1920.2091535157747,1918.6,1919.954711278056,1919.4647413560556,1919.3009287597542,1923.9,1924.1632305939174,1922.09631772597,1922.9821203685285,1920.8,1920.4506494355055,1921.074506785439,1920.507290394489,1922.5,1923.6116820142156,1922.3494006517344,1922.7606151070067
-25.822,78.952,3000.0,600.98,2805.1,1913.3,2788.9,2789.606038347781,2788.6914358045788,2789.1660921832663,2782.2,2782.8203499803762,2780.062461332215,2779.554874667494,2773.1,2772.6188070291932,2772.6335172881304,2772.4956752887665,2759.0,2757.1066835241536,2756.3185565917056,2757.1327004535738,2738.6,2738.6782627252146,2736.215580316095,2737.1132241098376,1917.0,1916.9955811182265,1918.082314048438,1917.9827034888094,1920.3,1921.0367192020542,1919.8866090191264,1919.7010838643732,1918.6,1916.4761291439343,1920.276825555784,1921.0500269165004,1923.8,1923.2520565060845,1922.4646546323916,1921.844106310968,1917.8,1919.4282790025577,1920.511225646418,1921.0554455576653
-25.687,76.328,3000.0,600.08,2805.3,1913.4,2797.5,2797.802397352469,2796.5565199806388,2797.321156453055,2777.2,2778.2276522055063,2782.536601820458,2782.6789281298907,2778.9,2778.1123163551197,2777.514413990218,2777.5326319130127,2767.0,2767.251927575126,2765.748537347451,2766.020574550852,2741.6,2742.0919139909247,2745.5891291784574,2746.3529834470246,1917.2,1917.4367758901378,1916.224588033946,1916.14352929155,1921.4,1921.872067844473,1919.64217579685,1919.2868262836955,1918.6,1919.2308586798717,1919.4647413560556,1919.6099527166614,1923.9,1924.6525898520813,1922.09631772597,1921.905680050474,1920.8,1921.1385182353754,1921.074506785439,1921.665261579245
-25.591,7.435,3000.0,600.23,2806.7,1913.2,2805.1,2806.086085448133,2802.4584822484467,2803.5372865450568,2788.9,2789.003506420716,2788.6914358045788,2789.2721382036225,2782.2,2780.894183932225,2780.062461332215,2780.0216174172883,2773.1,2773.5381198078835,2772.6335172881304,2772.412482931566,2759.0,2758.261367876624,2756.3185565917056,2756.8905857281925,1913.3,1912.633692257964,1914.4789312285461,1914.747808279548,1917.0,1917.2533165713999,1918.082314048438,1917.6839811542422,1920.3,1918.9973248856238,1919.8866090191264,1919.427279997807,1918.6,1919.0236136874616,1920.276825555784,1920.5431734506442,1923.8,1922.5654922687656,1922.4646546323916,1922.711909361806
-25.481,61.729,3000.0,604.15,2819.2,1908.8,2805.3,2805.56125395763,2805.8963226073083,2806.927354847216,2797.5,2799.234150954699,2796.5565199806388,2796.947860428039,2777.2,2776.1075526270424,2782.536601820458,2782.507999881379,2778.9,2779.065578080919,2777.514413990218,2777.3040390660935,2767.0,2768.1228290613512,2765.748537347451,2766.4845554320964,1913.4,1913.4925077803857,1913.2932785884427,1913.5799772033201,1917.2,1916.643438386547,1916.224588033946,1915.7841427918993,1921.4,1921.2178041681232,1919.64217579685,1919.0222615368687,1918.6,1917.4162094852104,1919.4647413560556,1919.8653466800802,1923.9,1926.3822060627576,1922.09631772597,1921.6942207939196
-24.765,60.447,3000.0,601.05,2816.8,1911.7,2806.7,2804.9401127019946,2809.866311167904,2810.7406034549776,2805.1,2806.8671068769054,2802.4584822484467,2802.39603325555,2788.9,2788.074072259054,2788.6914358045788,2788.801083473785,2782.2,2782.7160576681067,2780.062461332215,2779.9788679851226,2773.1,2772.463531925846,2772.6335172881304,2773.30379013292,1913.2,1914.480080918897,1912.112898788035,1912.128607062788,1913.3,1914.9590228824768,1914.4789312285461,1914.4002104718188,1917.0,1918.3817882755902,1918.082314048438,1917.739200231871,1920.3,1921.2252014621458,1919.8866090191264,1920.4844848972757,1918.6,1921.0830038902857,1920.276825555784,1919.729309564051
