Unnamed: 0,in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
204,54.463,344.33,1250.0,-79.957,16.26,10.174,5880.8,14.007,71.771,379.49,,697.55,609.98,876.94,,,,,,,,
205,55.008,340.0,1250.0,-81.677,16.2,10.171,5844.6,14.018,71.864,374.47,,699.1,611.82,855.28,,,,,,,,
206,55.738,333.22,1249.8,-83.314,16.152,10.167,5794.8,14.031,71.837,366.07,,700.86,613.86,828.01,,,,,,,,
207,56.845,327.51,1250.0,-85.052,16.102,10.193,5407.8,14.043,7.233,363.56,,705.43,619.49,758.24,,,,,,,,
208,58.016,318.53,1249.8,-86.724,16.043,10.197,5226.5,14.062,72.536,357.53,,709.15,624.08,705.72,,,,,,,,
209,59.75,309.96,1249.9,-88.443,15.995,10.182,5107.8,14.105,73.664,363.89,,716.31,633.16,634.8,,,,,,,,
210,61.032,301.94,1250.0,-90.172,15.934,10.202,4772.4,14.12,74.163,370.75,,721.01,639.95,567.84,,,,,,,,
211,61.756,301.68,1249.9,-91.843,15.886,10.216,4545.2,14.131,75.058,386.7,,725.14,645.78,523.85,,,,,,,,
212,62.876,289.55,1250.0,-93.552,15.831,10.217,4416.7,14.147,7.486,385.16,,727.09,649.58,486.78,,,,,,,,
213,64.208,280.52,1249.9,-95.211,15.777,10.215,4266.6,14.172,75.449,398.16,,731.24,656.54,439.93,,,,,,,,
214,65.072,285.99,1250.0,-96.927,15.729,10.213,4101.0,14.197,77.478,437.45,,738.32,666.26,397.25,,,,,,,,
215,65.322,274.97,1249.9,-98.599,15.669,10.203,4198.2,14.199,76.307,416.6,,735.54,663.39,405.29,,,,,,,,
216,66.717,260.29,1249.8,-10.029,15.621,10.203,4045.4,14.219,76.302,420.14,,738.23,668.73,366.6,,,,,,,,
217,68.365,251.5,1249.9,-10.197,15.567,10.219,3695.8,14.242,77.605,448.09,,745.77,679.29,307.65,,,,,,,,
218,70.067,231.33,1250.1,-10.371,15.511,10.226,3457.8,14.262,77.702,447.45,,752.23,685.33,266.73,,,,,,,,
219,71.605,223.91,1250.0,-10.529,15.463,10.238,3143.1,14.285,79.336,477.14,,763.99,695.72,222.89,,,,,,,,
220,72.665,206.05,1249.8,-10.705,15.403,1.025,2959.8,14.289,78.935,462.4,,770.58,697.27,202.58,,,,,,,,
221,73.961,196.39,1249.9,-10.876,15.354,10.233,2909.8,14.321,79.987,477.8,,782.06,704.31,186.21,,,,,,,,
222,74.957,179.76,1250.0,-11.04,15.3,10.244,2737.2,14.326,7.971,464.26,,790.04,705.92,170.12,,,,,,,,
223,75.84,169.41,1249.8,-11.208,15.246,10.234,2704.5,14.343,79.959,464.43,,797.68,709.06,162.44,,,,,,,,
224,76.574,156.89,1250.0,-11.376,15.198,10.251,2517.0,14.343,79.723,454.24,,803.83,710.28,149.13,,,,,,,,
225,77.038,149.69,1250.0,-11.545,15.138,10.248,2487.1,14.35,79.628,449.92,,807.62,711.25,145.66,,,,,,,,
226,77.548,138.03,1249.8,-11.71,15.092,1.025,2440.9,14.352,79.036,434.98,,811.05,710.57,143.13,,,,,,,,
227,78.001,124.39,1249.9,-11.887,15.039,10.286,2205.1,14.332,78.131,413.82,,814.12,708.94,134.43,,,,,,,,
228,78.596,114.42,1250.0,-11.997,15.001,10.284,2164.9,14.341,77.874,406.01,,818.62,709.78,131.52,,,,,,,,
229,78.856,105.11,1249.9,-12.0,15.0,10.285,2154.6,14.34,77.087,389.55,,819.6,707.77,134.17,,,,,,,,
230,79.069,99.975,1249.9,-12.0,15.0,10.276,2196.6,14.347,76.748,382.49,,820.68,707.15,136.46,,,,,,,,
231,79.233,97.202,1249.9,-12.0,15.0,10.252,2328.1,14.362,76.621,379.93,,821.45,707.01,140.98,,,,,,,,
232,79.45,91.306,1249.9,-12.0,15.0,10.259,2274.4,14.359,76.203,371.35,,822.72,706.28,140.09,,,,,,,,
233,79.597,87.504,1249.9,-12.0,15.0,1.026,2259.5,14.36,75.934,366.06,,823.55,705.82,140.24,,,,,,,,
234,79.649,86.049,1249.9,-12.0,15.0,10.274,2175.6,14.352,75.848,364.05,,824.06,705.8,137.83,,,,,,,,
235,79.786,83.853,1250.0,-12.003,14.997,10.288,2086.2,14.345,75.812,362.62,,825.33,706.23,134.79,,,,,,,,
236,79.897,82.454,1250.0,-12.137,14.855,10.283,2098.8,14.35,75.822,362.43,,826.29,706.65,134.59,,,,,,,,
237,79.898,87.362,1250.1,-12.341,14.654,10.275,2119.7,14.358,76.531,375.07,,827.37,709.13,131.34,,,,,,,,
238,79.767,92.556,1250.2,-12.543,14.456,10.291,2027.2,14.348,77.066,384.99,,827.52,710.82,126.25,,,,,,,,
239,79.501,103.67,1250.1,-12.746,14.254,10.284,2059.1,14.355,78.106,406.17,,826.96,713.7,123.01,,,,,,,,
240,79.149,114.22,1250.0,-12.949,14.051,10.292,2022.7,14.348,78.897,423.89,,825.61,715.65,119.12,,,,,,,,
241,79.021,126.7,1250.2,-13.153,13.841,10.301,1950.2,14.347,8.032,454.3,,827.09,720.58,109.9,,,,,,,,
242,78.706,138.37,1250.1,-13.348,13.649,10.324,1849.6,14.329,81.282,477.61,,826.6,723.47,102.02,,,,,,,,
243,78.181,161.99,1250.1,-13.548,13.452,10.335,1793.5,14.321,83.293,529.22,,825.93,729.68,92.737,,,,,,,,
244,77.538,178.43,1250.2,-13.755,13.245,10.348,1774.3,14.305,84.182,557.09,,822.62,731.6,90.484,,,,,,,,
245,76.687,209.0,1250.1,-13.943,13.057,10.336,1824.0,14.317,86.305,621.92,,819.12,737.51,91.502,,,,,,,,
246,75.162,245.46,1250.3,-14.14,12.86,10.341,1876.0,14.3,88.036,684.39,,810.08,740.32,98.203,,,,,,,,
247,72.721,298.5,1250.6,-14.34,12.66,1.036,1945.2,14.262,90.625,771.14,,798.56,742.56,111.35,,,,,,,,
248,67.628,375.46,1250.6,-14.543,12.457,10.376,2293.1,14.187,93.793,835.18,,789.49,732.49,167.05,,,,,,,,
249,59.42,455.74,1250.4,-14.746,12.254,10.394,3084.5,14.058,94.314,776.28,,764.1,697.53,356.5,,,,,,,,
250,53.433,485.75,1250.1,-14.942,12.058,10.392,3810.1,13.963,90.444,726.35,,734.99,663.16,645.03,,,,,,,,
251,51.688,478.0,1249.9,-15.139,11.861,10.393,4049.7,13.922,86.871,694.34,,724.76,648.8,754.57,,,,,,,,
252,53.131,484.2,1250.2,-15.341,11.659,1.042,3726.7,13.932,89.721,720.73,,733.47,661.15,655.37,,,,,,,,
253,51.828,508.21,1250.1,-15.543,11.457,10.421,3754.0,13.922,91.426,771.74,,730.26,660.36,720.05,,,,,,,,
254,50.156,516.59,1250.0,-15.746,11.254,1.042,3875.3,13.899,90.318,783.9,,723.1,652.13,816.84,,,,,,,,
255,49.58,533.48,1250.2,-15.947,11.053,10.421,3833.7,13.9,92.002,824.39,,722.71,653.97,840.44,,,,,,,,
256,48.221,550.26,1250.2,-16.14,10.86,10.442,3734.5,13.873,92.454,864.1,,718.46,650.88,902.81,,,,,,,,
257,46.774,558.26,1249.9,-16.342,10.658,1.046,3672.6,13.845,91.483,884.41,,712.59,644.7,977.88,,,,,,,,
258,46.538,564.67,1250.1,-16.545,10.455,10.464,3627.4,13.843,92.098,901.54,,712.53,645.45,983.74,,,,,,,,
259,46.385,567.89,1250.1,-16.744,10.256,10.472,3579.6,13.837,92.328,910.7,,712.33,645.66,987.14,,,,,,,,
260,45.581,590.43,1250.2,-16.941,10.059,10.452,3589.0,13.861,94.574,969.39,,712.04,647.59,1018.5,,,,,,,,
261,43.589,606.95,1250.0,-17.15,98.505,10.477,3423.4,13.835,94.005,1025.0,,704.9,641.13,1109.0,,,,,,,,
262,43.034,613.1,1250.2,-17.347,96.531,10.482,3379.2,13.832,94.107,1046.0,,703.27,639.96,1132.4,,,,,,,,
263,42.862,617.91,1250.1,-17.538,94.618,10.498,3278.1,13.819,94.487,1061.9,,703.16,640.46,1130.9,,,,,,,,
264,42.26,634.18,1250.2,-17.728,92.719,10.501,3194.7,13.822,95.974,1110.1,,702.82,641.67,1144.3,,,,,,,,
265,41.141,649.52,1250.2,-17.936,90.643,10.532,2986.9,13.797,96.435,1163.9,,699.62,639.76,1179.4,,,,,,,,
266,40.187,658.05,1250.0,-18.139,8.861,10.529,2969.2,13.8,96.307,1195.7,,696.32,637.0,1224.4,,,,,,,,
267,39.262,674.36,1250.0,-18.341,86.594,10.515,2985.5,13.818,97.401,1245.0,,694.4,636.36,1260.1,,,,,,,,
268,38.81,678.03,1250.0,-18.54,84.597,10.532,2888.8,13.802,97.216,1260.6,,692.72,635.03,1274.9,,,,,,,,
269,38.057,699.33,1250.2,-18.736,82.642,10.543,2777.8,13.798,99.123,1321.3,,692.16,636.26,1284.6,,,,,,,,
270,37.29,703.48,1250.1,-18.942,80.579,10.549,2736.5,13.792,98.608,1340.6,,689.01,633.42,1319.9,,,,,,,,
271,36.494,720.0,1250.1,-19.139,78.606,10.584,2537.9,13.764,99.626,1392.8,,687.26,633.05,1330.8,,,,,,,,
272,35.338,738.47,1250.1,-19.339,76.587,10.583,2513.6,13.769,10.061,1452.2,,684.24,631.36,1368.9,,,,,,,,
273,34.435,749.55,1250.1,-19.553,74.469,10.581,2505.1,13.772,10.093,1491.8,,681.4,629.32,1402.4,,,,,,,,
274,33.999,756.62,1250.1,-19.75,72.494,10.582,2491.1,13.772,10.132,1516.0,1160000.0,680.3,628.73,1415.2,,,,,,,,
275,33.416,771.27,1250.0,-19.957,70.431,10.574,2515.4,13.782,10.259,1561.1,,679.56,628.98,1428.3,,,,,,,,
276,32.75,780.99,1250.0,-20.147,68.526,10.609,2348.0,13.752,10.283,1600.2,1180000.0,677.4,627.54,1439.1,,,,,,,,
277,31.548,797.82,1250.0,-20.348,66.517,10.622,2278.7,13.743,10.345,1666.3,,673.7,624.93,1473.3,,,,,,,,
278,31.015,806.59,1250.0,-20.545,64.545,10.635,2215.4,13.732,10.387,1700.8,,672.21,624.03,1484.0,,,,,,,,
279,30.919,807.06,1250.1,-20.747,62.531,10.655,2130.6,13.715,10.372,1706.2,,671.74,623.68,1482.2,,,,,,,,
280,30.532,827.08,1250.1,-20.949,60.509,1.066,2106.9,13.716,10.589,1766.2,,672.55,625.7,1475.1,,,,,,,,
281,29.259,848.7,1250.1,-21.138,58.622,10.659,2101.3,13.72,10.713,1850.1,,669.24,623.55,1508.3,,,,,,,,
282,28.011,854.05,1250.0,-21.34,56.603,10.649,2134.7,13.726,10.633,1892.8,,664.04,618.5,1557.1,,,,,,,,
283,28.106,858.81,1250.0,-21.541,54.595,10.664,2073.6,13.715,10.7,1904.7,,665.07,619.91,1544.5,,,,,,,,
284,28.053,870.48,1250.1,-21.725,52.564,10.686,1982.8,13.7,10.836,1938.9,,666.21,621.81,1528.9,,,,,,,,
285,27.177,885.86,1250.1,-21.939,50.604,10.691,1957.7,13.698,10.927,2002.1,,664.03,620.39,1547.4,,,,,,,,
286,26.125,895.4,1250.0,-22.139,48.611,10.697,1924.3,13.691,10.918,2057.4,,660.21,616.96,1575.9,,,,,,,,
287,25.941,898.03,1250.1,-22.341,46.594,10.722,1825.9,13.671,10.916,2073.7,,659.48,616.52,1573.5,,,,,,,,
288,25.688,910.16,1250.0,-22.543,44.666,10.713,1857.1,13.681,11.049,2110.2,,660.03,617.63,1574.5,,,,,,,,
289,25.154,922.5,1250.1,-22.744,42.563,10.704,1893.4,13.691,11.153,2155.6,,659.32,617.41,1585.4,,,,,,,,
290,24.082,925.92,1250.0,-22.947,40.532,10.708,1872.9,13.685,11.069,2199.7,,654.77,612.78,1615.3,,,,,,,,
291,24.048,933.59,1250.1,-23.145,38.548,10.731,1779.1,13.668,11.15,2224.4,,655.37,613.99,1604.8,,,,,,,,
292,23.409,938.94,1250.1,-23.342,36.576,1.074,1740.1,13.66,11.139,2261.8,,653.05,611.85,1616.9,,,,,,,,
293,23.061,943.06,1250.2,-23.544,34.562,1.075,1702.7,13.652,11.148,2286.4,,651.94,610.95,1621.1,,,,,,,,
294,22.148,948.88,1250.1,-23.743,32.566,10.767,1633.1,13.636,11.108,2339.9,,648.32,607.46,1635.3,,,,,,,,
295,21.863,941.97,1250.0,-23.94,30.601,10.776,1600.2,13.625,10.985,2337.5,,646.11,604.85,1642.4,,,,,,,,
296,21.986,940.74,1250.0,-24.15,28.684,10.777,1595.2,13.625,10.984,2329.6,,646.57,605.36,1640.3,,,,,,,,
297,21.415,946.4,1250.0,-24.348,26.524,10.754,1683.2,13.644,11.01,2360.1,,645.23,603.79,1655.9,,,,,,,,
298,20.673,936.65,1250.1,-24.545,24.545,1.077,1621.0,13.625,10.804,2375.4,,640.63,598.4,1668.4,,,,,,,,
299,20.999,937.61,1250.0,-24.747,22.531,10.782,1577.3,13.617,10.842,2365.8,,642.02,600.23,1659.6,,,,,,,,
300,20.967,938.24,1250.1,-24.942,20.535,1.081,1474.7,13.593,10.829,2377.1,,641.56,600.16,1652.0,,,,,,,,
301,20.512,945.33,1250.1,-25.143,18.562,10.821,1433.0,13.584,10.862,2418.3,,640.32,599.24,1653.5,,,,,,,,
302,19.578,946.28,1250.1,-25.35,16.686,10.829,1401.4,13.574,10.774,2471.0,,636.34,594.85,1664.3,,,,,,,,
303,18.744,946.48,1250.1,-25.553,14.478,10.825,1417.5,13.575,10.698,2515.6,,633.05,590.88,1676.0,,,,,,,,
304,18.6,942.14,1249.9,-25.751,12.495,10.819,1437.8,13.578,10.635,2511.9,,632.14,589.51,1681.3,,,,,,,,
305,19.231,950.3,1250.0,-25.943,10.568,10.827,1411.0,13.577,10.793,2496.3,,635.68,594.21,1669.2,,,,,,,,
306,18.795,954.53,1250.1,-26.149,0.85119,10.843,1351.7,13.563,10.791,2535.7,,634.11,592.85,1668.4,,,,,,,,
307,17.79,953.53,1250.0,-26.342,0.65818,10.846,1342.7,13.557,10.679,2594.6,,629.87,587.75,1678.9,,,,,,,,
308,17.511,954.94,1250.1,-26.543,0.45719,10.867,1268.0,13.538,10.655,2623.6,,628.52,586.64,1674.9,,,,,,,,
309,17.459,957.34,1250.0,-26.746,0.254,1.089,1193.7,13.52,10.664,2640.7,,628.18,586.83,1668.3,,,,,,,,
310,16.775,958.49,1249.9,-26.947,0.05325,10.886,1205.6,13.521,10.614,2686.7,,625.71,583.73,1675.6,,,,,,,,
311,16.506,959.91,1250.0,-27.148,-0.14797,10.878,1231.9,13.528,10.613,2704.2,,625.11,582.83,1680.3,,,,,,,,
312,16.311,965.31,1249.9,-27.342,-0.34233,10.874,1243.5,13.532,10.662,2727.1,,625.12,582.94,1681.8,,,,,,,,
313,15.5,963.9,1250.0,-27.544,-0.54375,10.895,1176.7,13.511,10.556,2790.4,,621.42,578.69,1682.8,,,,,,,,
314,15.545,965.77,1250.0,-27.749,-0.74935,10.909,1130.4,13.5,10.573,2796.7,,621.54,579.3,1678.0,,,,,,,,
315,15.429,970.78,1250.1,-27.949,-0.94917,10.936,1044.0,13.478,10.604,2827.3,,621.07,579.63,1669.1,,,,,,,,
316,14.637,974.25,1250.1,-28.15,-11.499,10.934,1052.4,13.479,10.573,2892.8,,618.58,576.44,1675.2,,,,,,,,
317,14.304,972.95,1250.0,-28.351,-13.511,10.951,1001.2,13.463,10.515,2921.8,,616.81,574.58,1673.5,,,,,,,,
318,14.554,979.41,1250.0,-28.546,-15.191,10.937,1041.6,13.478,10.626,2911.0,,618.92,577.15,1674.2,,,,,,,,
319,13.967,981.93,1250.1,-28.739,-15.317,10.953,988.17,13.464,10.59,2970.1,,616.61,574.72,1673.1,,,,,,,,
320,12.943,981.9,1249.9,-28.938,-15.313,10.964,951.7,13.451,10.487,3056.8,,612.54,569.64,1678.0,,,,,,,,
321,12.566,981.68,1250.0,-29.139,-15.313,10.967,937.55,13.448,10.448,3088.7,,611.09,567.81,1680.6,,,,,,,,
322,12.548,985.91,1250.0,-29.338,-15.313,10.979,898.44,13.44,10.489,3106.6,,611.19,568.53,1676.0,,,,,,,,
323,12.618,991.17,1250.2,-29.391,-15.313,10.989,869.34,13.434,10.551,3118.0,,611.78,569.85,1670.4,,,,,,,,
324,12.442,993.78,1250.0,-29.391,-15.313,11.013,801.69,13.413,10.547,3148.8,,610.69,569.3,1663.1,,,,,,,,
325,11.759,994.35,1250.0,-29.391,-15.313,11.003,830.71,13.42,10.498,3202.1,,608.6,566.05,1671.1,,,,,,,,
326,11.556,998.45,1250.0,-29.391,-15.313,10.988,872.71,13.433,10.539,3223.9,,608.78,565.85,1675.5,,,,,,,,
327,10.75,998.36,1250.0,-29.391,-15.313,11.006,822.89,13.415,10.451,3297.1,,605.38,561.74,1676.0,,,,,,,,
328,10.513,997.8,1250.0,-29.391,-15.313,11.026,769.3,13.397,10.408,3321.2,,603.88,560.37,1672.0,,,,,,,,
329,10.545,997.18,1250.1,-29.391,-15.313,11.038,737.49,13.387,10.396,3320.5,,603.57,560.37,1668.2,,,,,,,,
330,10.011,1000.0,1250.0,-29.391,-15.313,11.046,718.34,13.379,10.374,3374.2,,601.77,558.18,1669.0,,,,,,,,
331,9.421,997.75,1249.9,-29.391,-15.313,11.034,747.89,13.386,10.303,3410.2,,599.82,554.86,1679.0,,,,,,,,
332,95.488,998.32,1250.0,-29.391,-15.313,11.045,720.34,13.377,10.314,3404.8,,600.01,555.57,1674.1,,,,,,,,
333,94.105,999.55,1249.8,-29.391,-15.313,11.029,760.92,13.391,10.326,3415.8,,600.12,555.15,1679.7,,,,,,,,
334,88.513,998.22,1250.0,-29.391,-15.313,11.052,703.85,13.369,10.247,3459.9,,597.41,552.06,1678.5,,,,,,,,
335,86.014,997.59,1250.0,-29.391,-15.313,11.059,687.13,13.362,10.213,3477.9,,596.29,550.68,1679.2,,,,,,,,
336,84.975,998.9,1250.1,-29.391,-15.313,11.079,637.66,13.345,10.205,3494.6,,595.45,550.32,1673.1,,,,,,,,
337,7.962,999.33,1249.9,-29.391,-15.313,11.083,628.69,13.34,10.16,3536.6,,593.55,547.69,1677.1,,,,,,,,
338,77.057,999.86,1250.1,-29.391,-15.313,11.078,639.79,13.343,10.148,3556.7,,592.9,546.56,1680.7,,,,,,,,
339,78.897,997.83,1250.0,-29.391,-15.313,11.085,623.63,13.338,10.136,3536.3,,593.08,547.06,1678.0,,,,,,,,
340,8.571,997.9,1250.0,-29.391,-15.313,1.107,659.51,13.353,10.206,3483.6,,595.87,550.54,1675.8,,,,,,,,
341,79.791,999.45,1249.9,-29.391,-15.313,11.067,667.08,13.354,10.173,3533.0,,594.09,547.85,1681.8,,,,,,,,
342,78.271,999.88,1250.1,-29.391,-15.313,11.067,667.11,13.353,10.167,3545.9,,593.64,547.21,1682.9,,,,,,,,
343,7.945,997.86,1250.0,-29.391,-15.313,11.083,628.34,13.34,10.142,3532.1,,593.34,547.35,1678.1,,,,,,,,
344,85.316,997.32,1250.0,-29.391,-15.313,1.11,587.54,13.327,10.175,3490.1,,594.72,550.11,1667.1,,,,,,,,
345,86.218,1001.1,1249.9,-29.391,-15.313,11.063,675.02,13.36,10.251,3490.5,,596.57,551.37,1675.5,,,,,,,,
346,81.419,1000.1,1249.9,-29.391,-15.313,11.043,725.88,13.374,10.212,3519.0,,595.41,548.89,1687.0,,,,,,,,
347,86.783,1001.0,1250.0,-29.391,-15.313,11.013,804.63,13.402,10.291,3474.2,,598.23,551.86,1690.5,,,,,,,,
348,90.766,1000.1,1250.1,-29.391,-15.313,11.008,819.18,13.408,10.32,3438.2,,599.69,553.73,1688.9,,,,,,,,
349,94.874,1000.1,1250.1,-29.391,-15.313,10.999,842.34,13.416,10.363,3403.0,,601.36,555.81,1687.9,,,,,,,,
350,10.107,1000.5,1249.9,-29.177,-15.313,10.984,887.69,13.43,10.431,3347.7,,603.92,558.88,1686.3,,,,,,,,
351,10.516,1002.1,1250.0,-28.787,-15.313,10.973,928.02,13.441,10.494,3312.4,,605.79,561.1,1684.0,,,,,,,,
352,10.375,1004.0,1249.9,-28.383,-13.769,10.956,980.81,13.453,10.512,3322.7,,605.79,560.58,1687.8,,,,,,,,
353,10.597,1003.1,1250.0,-28.003,-10.031,10.937,1039.8,13.47,10.535,3295.4,,606.84,561.41,1691.3,,,,,,,,
354,11.239,1003.6,1250.0,-27.585,-0.58502,10.906,1135.2,13.498,10.619,3230.4,,609.79,564.58,1694.4,,,,,,,,
355,11.28,1005.8,1250.1,-27.193,-0.1927,1.089,1187.5,13.512,10.66,3226.2,,610.42,565.05,1696.9,,,,,,,,
356,11.526,1002.6,1250.1,-26.801,0.21108,10.881,1216.0,13.519,10.649,3194.8,,610.98,565.51,1698.1,,,,,,,,
357,12.2,1004.3,1250.0,-26.382,0.63807,10.871,1250.6,13.531,10.736,3136.1,,613.71,568.96,1694.9,,,,,,,,
358,12.353,1002.2,1250.0,-25.976,10.445,10.883,1210.1,13.52,10.715,3125.2,,613.56,569.06,1689.7,,,,,,,,
359,12.948,1003.7,1250.0,-25.569,14.373,1.085,1318.9,13.55,10.81,3063.1,,616.52,572.21,1694.3,,,,,,,,
360,12.997,1006.9,1250.1,-25.159,18.409,10.811,1456.6,13.583,10.879,3047.1,,617.77,572.98,1703.9,,,,,,,,
361,13.273,1004.0,1250.1,-24.761,22.391,10.792,1528.0,13.599,10.882,3009.6,,618.71,573.69,1708.1,,,,,,,,
362,13.961,1004.0,1250.1,-24.368,26.317,1.078,1572.3,13.612,10.952,2947.2,,621.38,576.93,1706.9,,,,,,,,
363,13.97,1004.9,1250.0,-23.968,30.318,10.785,1552.7,13.608,10.957,2952.3,,621.22,576.87,1703.9,,,,,,,,
364,14.099,1002.3,1250.0,-23.57,34.297,10.777,1582.8,13.614,10.943,2934.6,,621.41,576.87,1705.2,,,,,,,,
365,14.814,1001.9,1249.9,-23.166,38.343,10.771,1605.0,13.621,11.006,2875.4,,624.02,580.13,1702.3,,,,,,,,
366,14.843,1004.5,1249.8,-22.765,4.235,10.744,1711.0,13.645,11.058,2866.2,,624.8,580.63,1709.0,,,,,,,,
367,15.466,1000.8,1250.0,-22.36,46.396,10.725,1783.8,13.661,11.084,2805.7,,626.97,582.93,1710.9,,,,,,,,
368,15.637,1003.0,1250.0,-21.978,50.224,1.071,1846.0,13.675,11.137,2792.1,,628.03,584.06,1713.2,,,,,,,,
369,15.577,1000.5,1249.9,-21.586,5.414,1.068,1967.8,13.699,11.119,2779.6,,627.84,583.2,1721.9,,,,,,,,
370,16.755,997.06,1250.0,-21.181,58.187,10.658,2063.4,13.721,11.204,2687.6,,632.31,588.34,1720.9,,,,,,,,
371,16.974,1001.0,1250.0,-20.781,62.194,10.654,2077.4,13.725,11.273,2682.6,,633.51,589.91,1718.8,,,,,,,,
372,16.65,1002.9,1250.0,-20.38,66.196,10.641,2133.0,13.735,11.271,2702.3,,632.48,588.48,1723.4,,,,,,,,
373,16.944,996.33,1249.9,-19.983,70.167,10.637,2152.9,13.738,11.22,2670.1,,632.74,588.53,1723.0,,,,,,,,
374,17.601,997.88,1250.0,-19.578,74.218,10.609,2276.5,13.764,11.32,2627.8,,635.84,592.01,1724.7,,,,,,,,
375,18.001,989.93,1249.9,-19.177,78.228,10.574,2436.8,13.792,11.284,2578.4,,636.84,592.51,1731.5,,,,,,,,
376,18.903,993.45,1249.9,-18.775,82.249,10.556,2522.7,13.812,11.426,2540.1,,641.03,597.5,1725.6,,,,,,,,
377,18.832,992.04,1249.9,-18.374,86.256,10.546,2567.8,13.819,11.406,2537.9,,640.51,596.71,1728.4,,,,,,,,
378,18.926,994.1,1250.0,-17.987,90.127,1.055,2552.1,13.817,11.436,2540.4,,640.92,597.31,1725.2,,,,,,,,
379,18.967,991.93,1250.0,-17.592,94.077,10.523,2681.5,13.839,11.43,2526.8,,641.01,597.04,1731.2,,,,,,,,
380,19.58,989.86,1249.9,-17.179,98.278,10.529,2650.4,13.835,11.458,2498.3,,642.99,599.43,1721.9,,,,,,,,
381,19.86,990.47,1249.9,-16.787,10.235,10.503,2776.1,13.858,11.508,2483.4,,644.38,600.83,1723.7,,,,,,,,
382,20.47,981.9,1249.9,-16.387,10.631,10.482,2883.0,13.875,11.477,2433.8,,645.97,602.23,1721.7,,,,,,,,
383,21.009,983.62,1250.0,-15.984,11.034,10.463,2978.9,13.894,11.565,2415.9,,648.5,605.11,1716.2,,,,,,,,
384,20.934,985.21,1249.9,-15.557,11.443,10.418,3213.3,13.933,11.603,2412.8,,648.66,605.01,1727.8,,,,,,,,
385,21.243,978.3,1250.0,-15.164,11.836,10.425,3179.5,13.926,11.543,2386.1,,648.87,605.05,1722.4,,,,,,,,
386,21.956,980.06,1249.9,-14.765,12.235,1.043,3150.4,13.924,11.633,2369.7,,651.85,608.64,1706.8,,,,,,,,
387,22.032,977.56,1250.1,-14.362,12.638,10.435,3122.5,13.919,11.604,2361.9,,651.63,608.32,1703.9,,,,,,,,
388,22.656,970.49,1250.0,-13.968,13.032,10.402,3297.5,13.948,11.602,2317.6,,653.59,610.11,1702.9,,,,,,,,
389,23.143,971.47,1250.1,-13.583,13.417,10.373,3453.5,13.975,11.684,2300.0,,655.92,612.68,1701.3,,,,,,,,
390,23.471,970.37,1250.0,-13.18,13.82,10.339,3644.0,14.006,11.724,2279.5,,657.31,614.06,1707.0,,,,,,,,
391,23.341,971.45,1249.9,-12.78,14.22,10.326,3717.1,14.016,11.728,2282.0,,656.78,613.43,1713.2,,,,,,,,
392,23.847,961.87,1249.9,-12.38,14.62,10.314,3786.4,14.026,11.668,2240.8,,657.69,614.07,1710.1,,,,,,,,
393,24.534,962.62,1250.1,-12.032,14.968,10.332,3677.2,14.013,11.741,2229.9,,660.49,617.34,1687.6,,,,,,,,
394,24.816,967.32,1250.0,-11.999,15.001,10.326,3711.4,14.021,11.837,2232.8,,662.34,619.6,1683.5,,,,,,,,
395,24.721,966.53,1250.1,-12.0,15.0,10.319,3748.9,14.026,11.821,2231.5,,661.89,619.03,1688.5,,,,,,,,
396,24.832,963.44,1250.0,-12.0,15.0,10.327,3705.5,14.019,11.789,2223.0,,661.93,618.98,1683.5,,,,,,,,
397,24.774,965.04,1250.0,-12.0,15.0,10.313,3785.7,14.031,11.811,2224.6,,661.97,619.05,1690.8,,,,,,,,
398,24.347,963.95,1250.0,-12.0,15.0,10.307,3824.5,14.035,11.752,2231.0,,660.01,616.77,1702.1,,,,,,,,
399,24.707,960.53,1250.0,-12.0,15.0,10.305,3833.5,14.037,11.751,2212.8,,661.17,617.96,1696.8,,,,,,,,
400,25.243,965.68,1250.1,-12.0,15.0,10.311,3796.2,14.036,11.877,2213.5,,664.16,621.55,1682.2,,,,,,,,
401,24.452,963.07,1249.9,-12.0,14.787,10.339,3646.6,14.006,11.732,2233.6,1760000.0,660.06,616.93,1686.5,,,,,,,,
402,24.624,964.9,1250.0,-12.0,14.412,10.341,3652.8,14.004,11.775,2231.4,,661.03,618.15,1682.0,,,,,,,,
403,24.804,967.3,1249.9,-12.0,14.025,10.317,3804.9,14.026,11.843,2223.8,,662.29,619.65,1688.9,,,,,,,,
404,24.62,968.76,1250.0,-12.0,13.643,10.298,3933.2,14.042,11.853,2223.7,,661.78,619.15,1701.4,,,,,,,,
405,24.205,968.0,1250.0,-12.0,13.275,10.302,3927.8,14.035,11.794,2231.1,,659.81,616.94,1707.4,,,,,,,,
406,24.861,964.79,1250.1,-12.0,12.906,10.301,3947.9,14.037,11.831,2203.6,,662.29,619.69,1696.9,,,,,,,,
407,25.097,971.27,1250.0,-12.0,12.542,10.299,3966.6,14.04,11.944,2210.8,,664.11,622.07,1692.6,,,,,,,,
