in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,,
19.389,849.89,1500,-34.504,23.55,1.019,4842.8,14.047,11.734,1931.6,8.15E+05,657.77,609.21,1625.9,,,,,,,,,
19.211,857.22,1500,-3.2,23.8,10.186,4868.5,14.053,11.807,1954.6,8.23E+05,657.84,609.53,1624.8,,,,,,,,,
18.279,858.73,1500.1,-29.363,24.064,10.224,4596.1,14.017,11.72,2010.1,7.78E+05,653.7,604.89,1630.3,,,,,,,,,
18.584,863.33,1500,-26.626,24.337,10.239,4484.5,14.007,11.788,2019.7,7.70E+05,655.32,607.01,1619.4,,,,,,,,,
18.061,866.33,1500,-24.074,24.593,10.273,4264.2,13.976,11.755,2066.5,7.37E+05,653.12,604.68,1618.9,,,,,,,,,
17.5,872.84,1500,-21.367,24.863,10.289,4163.6,13.962,11.772,2116.6,7.23E+05,651.3,602.86,1619.7,,,,,,,,,
17.498,880.42,1500.1,-18.646,25.135,10.314,4007.2,13.942,11.843,2150.8,7.07E+05,651.94,603.99,1610.9,,,,,,,,,
17.181,882.74,1500,-1.594,25.406,10.329,3914.6,13.928,11.831,2180.9,6.93E+05,650.62,602.6,1610.5,,,,,,,,,
16.604,888.74,1500.1,-13.255,25.675,10.344,3828.4,13.914,11.842,2233.9,6.80E+05,648.7,600.63,1610.9,,,,,,,,,
16.682,894.74,1500,-10.617,25.938,10.376,3643.6,13.888,11.896,2263.8,6.60E+05,649.38,601.82,1601.3,,,,,,,,,
16.398,900.75,1500.1,-0.8031,26.197,10.388,3573.6,13.878,11.933,2301.4,6.52E+05,648.72,601.32,1598.9,,,,,,,,,
15.653,902.99,1500,-0.53356,26.466,10.412,3445.4,13.855,11.878,2364.1,6.31E+05,645.53,597.77,1599.1,,,,,,,,,
15.841,909.04,1500.1,-0.26687,26.733,1.043,3345.4,13.842,11.952,2378.1,6.22E+05,646.79,599.6,1591.5,,,,,,,,,
15.79,914.7,1500,0.00492,27.005,10.436,3310.7,13.838,12.007,2398.7,6.20E+05,647.07,600.17,1588.5,,,,,,,,,
15.019,920.12,1500.1,0.2698,27.27,10.475,3107.8,13.803,11.978,2482.1,5.94E+05,644.06,597.05,1582.9,,,,,,,,,
14.734,926.84,1500,0.53971,27.54,1.048,3082.4,13.799,12.026,2520.3,5.92E+05,643.5,596.66,1581.4,,,,,,,,,
14.667,933.95,1500.1,0.8101,27.81,10.511,2920.8,13.774,12.083,2558.9,5.76E+05,643.69,597.37,1572.6,,,,,,,,,
14.016,936.56,1500,10.789,28.079,10.542,2769.4,13.746,12.034,2626.6,5.57E+05,640.84,594.31,1566.4,,,,,,,,,
13.647,944.37,1500.1,13.337,28.334,10.555,2703.9,13.736,12.084,2679.5,5.51E+05,640.02,593.72,1562.5,,,,,,,,,
13.598,950.21,1500,16.054,28.605,10.576,2604.9,13.72,12.132,2707.8,5.42E+05,640.18,594.29,1556.3,,,,,,,,,
13.431,957.75,1500,1.856,28.856,10.595,2515.6,13.705,12.192,2748,5.33E+05,640.09,594.62,1550.8,,,,,,,,,
13.404,964.96,1500,21.215,29.122,10.625,2376,13.682,12.252,2782,5.20E+05,640.38,595.52,1542.4,,,,,,,,,
13.027,967.11,1500,24.038,29.404,10.644,2288.4,13.665,12.231,2825,5.10E+05,638.73,593.81,1536.5,,,,,,,,,
12.54,974.49,1500,26.633,29.663,10.652,2250.1,13.658,12.267,2885.8,5.07E+05,637.4,592.55,1533.6,,,,,,,,,
13.025,983.63,1500,29.311,29.931,10.664,2197.7,13.652,12.408,2876.1,5.03E+05,640.23,596.43,1531.2,,,,,,,,,
12.395,986.11,1500,32.037,30.204,10.685,2108.4,13.633,12.366,2941.8,4.93E+05,637.56,593.51,1524.2,,,,,,,,,
12.024,990.43,1500.1,34.593,30.459,10.707,2014.4,13.614,12.369,2992.3,4.83E+05,636.17,592.23,1517.2,,,,,,,,,
11.673,993.98,1499.9,37.256,30.726,10.723,1945.5,13.6,12.366,3037.1,4.76E+05,634.8,590.89,1511.6,,,,,,,,,
11.498,994.54,1500,39.961,30.996,10.741,1869.8,13.584,12.344,3060,4.67E+05,633.79,589.91,1505.3,,,,,,,,,
11.789,996.81,1500,42.737,31.274,10.769,1757.9,13.563,12.377,3053.9,4.54E+05,634.7,591.51,1497.8,,,,,,,,,
11.219,999.73,1500,45.286,31.529,10.783,1701.4,13.549,12.349,3113,4.48E+05,632.42,589,1491.7,,,,,,,,,
10.776,996.79,1500,47.989,31.799,10.803,1624.4,13.53,12.261,3145.3,4.39E+05,629.85,586.03,1483.7,,,,,,,,,
10.201,990.28,1500,50.647,32.065,10.813,1588.7,13.517,12.128,3169.7,4.35E+05,626.51,581.81,1479.1,,,,,,,,,
10.141,981.09,1500,53.335,32.334,10.852,1442.6,13.481,11.989,3150.2,4.16E+05,624.42,579.53,1467.3,,,,,,,,,
10.265,984.78,1500.1,55.991,32.599,10.865,1396,13.472,12.033,3157.7,4.10E+05,625.03,580.64,1462.5,,,,,,,,,
98.789,987.17,1500,58.702,32.87,10.879,1348.1,13.459,12.016,3196.3,4.04E+05,623.41,578.92,1457.5,,,,,,,,,
93.687,989.01,1500.1,61.319,33.132,10.911,1238.7,13.431,11.971,3243.9,3.89E+05,620.96,576.48,1447.2,,,,,,,,,
94.481,990.89,1500,64.086,33.409,10.926,1189.3,13.419,11.987,3248.2,3.82E+05,621.07,576.97,1441.9,,,,,,,,,
10.03,995.89,1500,66.635,33.664,10.953,1104.1,13.4,12.077,3232.3,3.69E+05,623.29,580.53,1433.7,,,,,,,,,
9.771,1001.8,1500,69.281,33.928,10.968,1056.9,13.388,12.111,3275.3,3.63E+05,622.54,580.1,1428.1,,,,,,,,,
8.956,1006.3,1500,71.918,34.192,10.983,1011.7,13.374,12.081,3351.3,3.57E+05,619.51,576.68,1421.9,,,,,,,,,
83.955,1009.4,1500,74.585,34.458,11.001,957.98,13.357,12.056,3404.6,3.49E+05,617.23,574.24,1415.3,,,,,,,,,
84.494,1015.8,1500,7.735,34.735,1.101,930.8,13.351,12.127,3428.5,3.45E+05,617.86,575.48,1411.4,,,,,,,,,
84.051,1022.2,1500.1,79.714,34.971,11.048,822.75,13.321,12.171,3463.3,3.28E+05,617.47,576.16,1399.3,,,,,,,,,
82.977,1027.2,1500,80.007,35.001,11.032,866.41,13.335,12.228,3489,3.36E+05,617.96,576.54,1403.6,,,,,,,,,
83.631,1027.5,1500,8,35,11.033,864.46,13.335,12.237,3485.7,3.35E+05,618.24,576.92,1403.5,,,,,,,,,
79.895,1028.1,1499.9,8,35,11.024,890.56,13.342,12.218,3513.2,3.40E+05,617.09,575.2,1405.5,,,,,,,,,
78.154,1025.2,1500.1,8,35,11.027,881.24,13.337,12.168,3513.5,3.38E+05,616.05,573.84,1404.4,,,,,,,,,
84.628,1026.2,1500,8,35,11.027,880.67,13.34,12.235,3472.7,3.38E+05,618.59,577.2,1405.4,,,,,,,,,
78.215,1024.1,1500.1,8,35,1.105,819.05,13.318,12.141,3511.2,3.28E+05,615.44,573.58,1398,,,,,,,,,
78.523,1025.3,1500,79.994,35,11.032,868.43,13.334,12.168,3511.7,3.36E+05,616.08,573.99,1403.2,,,,,,,,,
85.499,1027.3,1500.1,79.654,35,11.033,863.82,13.336,12.252,3472.4,3.35E+05,618.94,577.84,1404.1,,,,,,,,,
7.734,1022.4,1499.9,74.411,35,11.032,856.54,13.334,12.127,3515.1,3.36E+05,615.47,573.13,1406.1,,,,,,,,,
83.982,1012.3,1500,70.754,35,11.024,868.76,13.341,12.074,3430.8,3.38E+05,617.09,574.79,1411.2,,,,,,,,,
82.673,1008.4,1499.9,66.993,35,1.099,959.33,13.37,12.043,3423.6,3.54E+05,617.03,573.73,1423.3,,,,,,,,,
89.616,1001.7,1500,63.179,35,1.099,948.95,13.372,12.027,3353.5,3.53E+05,619,576.14,1425.9,,,,,,,,,
91.993,992.98,1499.9,59.473,35,10.989,944.03,13.373,11.95,3306.8,3.52E+05,619.04,575.92,1428.8,,,,,,,,,
9.452,985.95,1499.9,5.572,35,10.966,1003.3,13.392,11.908,3262.6,3.63E+05,619.82,576.16,1438,,,,,,,,,
95.739,981.12,1500,51.892,35,10.961,1007.6,13.397,11.868,3239.1,3.64E+05,619.96,576.09,1441.6,,,,,,,,,
97.122,974.96,1500,47.911,35,10.949,1034.6,13.407,11.819,3208.3,3.70E+05,620.16,575.89,1447.6,,,,,,,,,
10.369,969.85,1499.9,44.158,35,10.938,1057,13.418,11.825,3147,3.73E+05,622.41,578.43,1452.9,,,,,,,,,
11.135,965.6,1499.9,40.408,35,10.896,1178.9,13.457,11.87,3074.5,3.93E+05,625.87,581.77,1467.6,,,,,,,,,
11.347,964.4,1500.1,36.658,35,10.894,1177.2,13.46,11.88,3058.6,3.93E+05,626.74,582.83,1470.2,,,,,,,,,
11.358,970.82,1500,32.908,35,10.882,1206.1,13.474,11.964,3080,4.00E+05,627.89,584.26,1475.8,,,,,,,,,
11.823,974.1,1500.1,29.158,35,10.868,1243.6,13.49,12.053,3055.3,4.06E+05,630.5,587.4,1483.2,,,,,,,,,
12.274,975.14,1499.9,25.408,35,1.084,1328.8,13.517,12.124,3017.5,4.20E+05,633.07,590.08,1494.7,,,,,,,,,
12.28,970.84,1500,21.658,35,10.826,1368.6,13.529,12.086,3001.8,4.27E+05,633.03,589.57,1500.1,,,,,,,,,
12.964,966.11,1500,17.908,35,10.835,1325.9,13.524,12.087,2942.6,4.21E+05,635.03,592.25,1500,,,,,,,,,
12.94,958.65,1500,14.187,35,10.828,1342.6,13.529,12.004,2923,4.24E+05,634.34,590.97,1502.8,,,,,,,,,
13.141,948.59,1499.8,10.565,35,10.813,1389.2,13.541,11.915,2876.7,4.31E+05,634.36,590.34,1508.1,,,,,,,,,
14.011,939.62,1499.9,0.67459,35,10.773,1529.6,13.577,11.915,2776.7,4.50E+05,637.7,593.37,1521.1,,,,,,,,,
14.345,930.03,1499.9,0.31681,35,10.768,1544.3,13.58,11.837,2727.9,4.51E+05,638.08,593.46,1523,,,,,,,,,
15.265,919.94,1500,-0.06513,35,10.763,1566.3,13.587,11.806,2638.5,4.52E+05,640.77,596.41,1524.2,,,,,,,,,
15.243,908.67,1499.8,-0.44362,35,10.739,1669.2,13.605,11.689,2603.6,4.63E+05,639.94,594.49,1532.4,,,,,,,,,
14.974,901.43,1500,-0.81855,35,10.708,1804.7,13.629,11.606,2592.9,4.80E+05,638.81,592.16,1543.5,,,,,,,,,
15.735,894.92,1499.9,-11.758,35,1.07,1846.3,13.639,11.602,2525.4,4.82E+05,641.32,594.94,1545,,,,,,,,,
16.148,883.15,1499.9,-15.228,35,10.688,1925.7,13.649,11.511,2466.2,4.87E+05,641.92,595.05,1548.6,,,,,,,,,
17.066,877.98,1500,-19.414,35,10.671,2009.4,13.667,11.542,2393.7,4.95E+05,645.47,598.94,1550,,,,,,,,,
17.522,865.74,1499.9,-23.165,35,10.663,2084.2,13.674,11.446,2335.5,4.97E+05,646.13,599.17,1551.6,,,,,,,,,
17.544,858.19,1500,-26.904,35,10.646,2193,13.689,11.374,2311,5.06E+05,645.79,598.16,1558.5,,,,,,,,,
17.324,855.7,1499.9,-30.655,35,10.628,2290.8,13.703,11.34,2313,5.16E+05,645.07,596.85,1566.9,,,,,,,,,
18.261,844.13,1499.9,-34.428,35,10.621,2364.5,13.711,11.291,2232.1,5.17E+05,647.73,599.6,1563.7,,,,,,,,,
19.164,842.76,1499.9,-38.233,35,10.608,2427.3,13.727,11.361,2180.8,5.23E+05,651.63,604.05,1557.8,,,,,,,,,
19.293,834.09,1500,-41.913,35,10.594,2537.3,13.739,11.282,2150.1,5.30E+05,651.52,603.35,1563.1,,,,,,,,,
19.283,824.12,1500,-45.678,35,1.06,2558.1,13.732,11.164,2129.6,5.25E+05,650.3,601.66,1565.6,,,,,,,,,
20.272,817.43,1500,-49.404,35,10.566,2753.7,13.764,11.193,2058.2,5.43E+05,654.36,605.65,1562.6,,,,,,,,,
20.751,809.67,1500,-53.332,35,10.543,2910.1,13.782,11.16,2013.2,5.54E+05,655.98,606.89,1563.8,,,,,,,,,
21.269,804.17,1499.9,-56.915,35,10.534,2980.4,13.79,11.146,1978,5.58E+05,657.76,608.65,1558.6,,,,,,,,,
21.393,793.22,1499.9,-60.677,35,10.518,3122.9,13.798,11.041,1942.7,5.66E+05,657.37,607.52,1566.1,,,,,,,,,
22.239,788.04,1499.9,-63.928,35,1.052,3128.3,13.798,11.051,1900.9,5.62E+05,660.42,610.9,1549.1,,,,,,,,,
22.468,778.64,1499.9,-67.803,35,10.492,3327.9,13.812,10.979,1863.4,5.77E+05,660.86,610.63,1556.1,,,,,,,,,
23.228,777.39,1500,-71.603,35,10.479,3403.7,13.824,11.038,1834.3,5.84E+05,664.36,614.41,1538.9,,,,,,,,,
23.29,772.27,1499.9,-75.188,35,10.469,3489.1,13.826,10.991,1819.3,5.89E+05,664.28,613.98,1543.1,,,,,,,,,
23.561,763.75,1500,-79.429,35,1.046,3587.6,13.825,10.922,1789.4,5.93E+05,664.74,614.04,1543.4,,,,,,,,,
24.946,753.39,1499.9,-82.879,35,10.429,3787.8,13.838,10.935,1718.4,6.07E+05,670.15,619.28,1511.6,,,,,,,,,
25.524,745.74,1500,-86.942,35,10.413,3912.8,13.841,10.905,1683.3,6.15E+05,672.18,621.02,1499.7,,,,,,,,,
25.686,737.34,1499.9,-90.655,35,10.394,4070.4,13.843,10.832,1656,6.25E+05,672.26,620.54,1505.2,,,,,,,,,
25.936,723.81,1499.8,-94.478,35,10.396,4135.1,13.83,10.693,1617.2,6.22E+05,671.83,619.5,1508.7,,,,,,,,,
26.775,711.92,1500,-98.332,35,10.371,4328.8,13.834,10.639,1564.9,6.34E+05,674.66,621.8,1491.3,,,,,,,,,
27.532,693.55,1499.9,-10.199,35,1.036,4471.4,13.825,10.491,1501,6.37E+05,676.09,622.43,1481.1,,,,,,,,,
28.196,685.71,1500,-10.576,35,10.354,4537.7,13.824,10.459,1469.5,6.39E+05,678.44,624.52,1460.3,,,,,,,,,
28.147,671.66,1499.9,-10.943,35,10.345,4673.3,13.814,10.294,1434.3,6.43E+05,676.69,621.97,1481.3,,,,,,,,,
29.413,652.34,1499.9,-11.307,35,10.303,4994.8,13.827,10.192,1357.2,6.66E+05,680.82,625.1,1453.6,,,,,,,,,
30.144,647.67,1500,-11.694,35,1.031,4951.3,13.822,10.193,1338.3,6.59E+05,683.81,628.03,1419.3,,,,,,,,,
30.476,628.19,1499.9,-12.069,35,10.292,5161,13.817,99.992,1282.1,6.70E+05,683.29,626.48,1432.1,,,,,,,,,
31.668,606.68,1499.8,-12.44,35,10.259,5439.7,13.826,98.566,1208.5,6.91E+05,686.8,628.83,1405.4,,,,,,,,,
33.928,573.81,1499.9,-12.815,35,10.268,5466.5,13.811,96.428,1103.2,6.81E+05,693.91,634.38,1321.3,,,,,,,,,
33.06,572.27,1499.9,-13.18,35,10.252,5627,13.81,9.566,1108.6,7.00E+05,689.76,630.13,1377.1,,,,,,,,,
32.939,547.82,1499.7,-13.568,35,10.222,5990.1,13.805,9.288,1045.8,7.44E+05,686.71,625.68,1430.7,,,,,,,,,
35.308,531.67,1499.9,-13.929,35,10.207,6066.3,13.824,92.861,988.09,7.49E+05,696.74,634.6,1313.8,,,,,,,,,
36.508,510.29,1499.9,-14.315,35,10.196,6216.5,13.827,91.332,930.43,7.70E+05,700.54,636.86,1273,,,,,,,,,
37.91,493.04,1500,-14.675,35,10.173,6413.6,13.849,90.496,884.81,7.97E+05,706,640.62,1213,,,,,,,,,
37.848,494.62,1499.9,-15.05,35,10.158,6524.1,13.857,90.715,890.88,8.14E+05,706.11,640.77,1216.9,,,,,,,,,
37.45,482.93,1499.8,-15.435,35,1.016,6624.6,13.84,89.054,865.73,8.41E+05,702.98,636.77,1261.1,,,,,,,,,
38.414,464.15,1499.8,-15.816,35,10.126,6962,13.861,87.749,818.68,9.03E+05,706.21,637.55,1236,,,,,,,,,
39.569,451.76,1499.8,-16.201,35,10.104,7164.7,13.885,87.265,790.15,9.34E+05,710.95,640.16,1182.1,,,,,,,,,
41.021,433,1499.9,-16.569,35,10.078,7430.9,13.912,86.276,747.69,9.78E+05,716.44,642.01,1118.2,,,,,,,,,
42.005,411.57,1499.8,-16.94,35,1.007,7568.6,13.921,84.504,701.45,1.01E+06,718.73,639.59,1080.6,,,,,,,,,
43.759,398.17,1499.9,-17.32,35,10.043,7788.9,13.958,84.367,674.69,1.04E+06,725.72,643.4,987.55,,,,,,,,,
44.077,392.2,1499.9,-17.69,35,10.035,7886.5,13.961,83.925,664.32,1.05E+06,726.33,642.59,975.87,,,,,,,,,
44.344,383.13,1499.9,-18.065,35,0.99959,8408.4,13.961,83.184,644.7,1.13E+06,726.26,639.76,997.59,,,,,,,,,
44.927,365.17,1499.8,-18.44,35,0.99989,8445.6,13.959,81.381,610.31,1.15E+06,725.17,634.04,973.93,,,,,,,,,
47.635,330.09,1499.7,-18.81,35,0.99839,8603.2,13.987,79.043,547.02,1.17E+06,729.37,631.22,850.16,,,,,,,,,
51.508,303.08,1499.8,-19.193,35,0.99643,8485.2,14.05,78.775,509.56,1.14E+06,741.89,642.38,684.46,,,,,,,,,
53.931,287.12,1500,-19.566,35,0.99429,8495.2,14.088,7.884,491.04,1.13E+06,750.47,650.97,614.82,,,,,,,,,
54.374,282.58,1499.9,-19.933,35,0.99161,8905.9,14.084,78.689,486.41,1.17E+06,751.53,651.54,631.17,,,,,,,,,
54.675,264.12,1499.8,-20.315,35,0.99101,9138.3,14.07,76.183,455.82,1.21E+06,747.29,643.4,634.9,,,,,,,,,
57.773,242.13,1499.9,-20.693,35,0.98945,8947.4,14.121,75.909,431.16,1.18E+06,757.74,655.41,557.18,,,,,,,,,
58.898,233.16,1499.9,-21.069,35,0.98832,8983.7,14.137,75.674,422.36,1.19E+06,761.1,659.54,538.78,,,,,,,,,
60.494,208.17,1499.8,-21.444,35,0.98652,9218.9,14.14,73.222,387.03,1.22E+06,761.69,658.74,524.09,,,,,,,,,
62.711,187.67,1499.8,-21.819,35,0.98507,9188.5,14.168,72.156,363.76,1.21E+06,767,666.4,488.15,,,,,,,,,
64.654,172.32,1499.9,-22.204,35,0.98406,9082.1,14.198,71.689,350.37,1.20E+06,772.52,675.24,454.33,,,,,,,,,
65.466,161.08,1499.8,-22.577,35,0.98385,9047.7,14.205,70.574,338.72,1.20E+06,773.18,676.33,440.7,,,,,,,,,
66.523,150.05,1499.9,-22.959,35,0.9812,9418.5,14.205,69.842,329.76,1.24E+06,775.64,679.6,443.42,,,,,,,,,
66.514,145.34,1499.9,-23.334,35,0.97901,9894.8,14.184,68.957,323.58,1.29E+06,773.9,676.4,465.8,,,,,,,,,
67.265,124.49,1499.8,-23.709,35,0.97849,10055,14.171,65.838,296.31,1.32E+06,771.68,670.76,462.47,,,,,,,,,
68.944,110.81,1499.9,-24.084,35,0.97669,10150,14.189,65.273,291.4,1.33E+06,779.48,678.81,441.26,,,,,,,,,
70.219,99.166,1500,-24.459,35,0.97575,10149,14.203,6.459,289.28,1.33E+06,786.69,684.4,421.79,,,,,,,,,
70.52,88.183,1499.8,-24.834,35,0.97271,10811,14.173,62.803,275.4,1.40E+06,786.41,679.67,445.48,,,,,,,,,
71.414,74.986,1500,-25.204,35,0.97133,11019,14.17,61.305,266.99,1.43E+06,791.59,680.08,440.21,,,,,,,,,
71.507,74.453,1499.9,-25.584,35,0.97058,11144,14.168,61.318,269.25,1.44E+06,792.32,680.57,443.32,,,,,,,,,
71.435,62.807,1500,-25.959,35,0.97039,11342,14.147,5.892,249.81,1.48E+06,789.36,671.5,454.03,,,,,,,,,
71.982,50.648,1499.8,-26.329,35,0.96875,11689,14.132,57.217,238.63,1.52E+06,792.14,668.29,460.03,,,,,,,,,
72.895,36.472,1499.9,-26.692,35,0.96716,11955,14.125,55.563,229.99,1.55E+06,798.5,667.67,456.25,,,,,,,,,
73.192,27.934,1499.9,-27.045,35,0.96558,12314,14.109,54.298,221.67,1.60E+06,799.87,664.14,465.96,,,,,,,,,
73.564,32.703,1500.2,-26.59,35,0.96567,12142,14.127,55.636,233.77,1.57E+06,804.38,672.23,451.85,,,,,,,,,
72.672,58.809,1500.1,-25.833,35,0.96746,11680,14.154,59.688,261.15,1.50E+06,800.17,681.78,446.11,,,,,,,,,
71.778,72.252,1500.1,-25.097,35,0.96846,11553,14.154,61.267,266.73,1.47E+06,794.15,681.57,455.49,,,,,,,,,
71.146,96.211,1500.2,-24.339,35,0.9722,10666,14.199,65.284,297.07,1.37E+06,793.74,691.61,428.01,,,,,,,,,
69.841,113.7,1500.1,-23.582,35,0.97689,9863.1,14.219,67.044,305.67,1.28E+06,787.36,689.91,414.93,,,,,,,,,
69.263,134.78,1500.2,-22.816,35,0.97876,9408,14.245,70.515,332.72,1.22E+06,788.96,697.03,403.15,,,,,,,,,
67.555,164.03,1500.2,-22.066,35,0.97902,9445,14.237,73.987,360.21,1.21E+06,786.89,697.09,429.39,,,,,,,,,
64.145,206.16,1500.2,-21.346,35,0.98291,9052.1,14.221,77.312,402.21,1.16E+06,781.67,689.12,462.46,,,,,,,,,
61.132,228.49,1500.1,-20.561,35,0.98643,8873.8,14.181,7.747,420.1,1.15E+06,772.39,675.3,500.14,,,,,,,,,
59.005,259.46,1500.3,-19.837,35,0.98918,8543.3,14.172,8.008,462.56,1.10E+06,770.61,674.49,518.65,,,,,,,,,
55.203,302.59,1500.3,-19.073,35,0.99182,8500.9,14.126,82.515,522.21,1.09E+06,762.65,668.35,592.57,,,,,,,,,
51.069,334.53,1500.1,-18.307,35,0.99656,8270.2,14.069,82.763,562.52,1.07E+06,749.11,656.54,686.81,,,,,,,,,
48.56,368.39,1500.2,-17.55,35,10.012,7746,14.047,84.804,618.73,1.00E+06,744.5,657.82,739.23,,,,,,,,,
45.006,415,1500.4,-16.823,35,10.042,7540.8,14,87.491,708.58,9.59E+05,734.66,656.81,889.17,,,,,,,,,
40.754,436.91,1499.8,-16.593,35,10.053,7684.9,13.918,86.645,754.84,1.01E+06,715.74,641.85,1144.9,,,,,,,,,
41.308,426.24,1499.9,-16.594,35,10.073,7497.6,13.915,85.712,731.98,9.93E+05,717.12,641.27,1109.8,,,,,,,,,
41.73,426.31,1500,-16.594,35,10.071,7483,13.925,86.054,732.6,9.84E+05,719.27,643.4,1080.8,,,,,,,,,
41.717,421.78,1500,-16.594,35,10.076,7466.8,13.92,8.548,722.34,9.88E+05,718.6,641.81,1085.6,,,,,,,,,
41.685,426.56,1500,-16.594,35,10.072,7480.7,13.925,86.047,733.15,9.84E+05,719.07,643.26,1083.4,,,,,,,,,
41.302,423.81,1499.9,-16.594,35,10.077,7474.9,13.912,85.399,726.55,9.93E+05,716.75,640.43,1111.8,,,,,,,,,
42.596,415.62,1500.2,-16.594,35,10.075,7430.3,13.936,85.429,709.32,9.78E+05,722.24,644.12,1031.1,,,,,,,,,
41.941,424.67,1500,-16.625,35,10.073,7452.9,13.928,86.013,729.5,9.78E+05,720.12,643.93,1066.7,,,,,,,,,
41.702,428.29,1500,-16.837,35,10.089,7286.5,13.92,86.199,740.66,9.54E+05,719.26,644.04,1068.7,,,,,,,,,
41.693,434.28,1500,-17.071,35,10.118,6978.7,13.913,86.793,758.7,9.01E+05,719.74,646.01,1046.1,,,,,,,,,
43.264,424.21,1500.1,-17.306,35,10.143,6647.8,13.936,86.731,740.69,8.49E+05,726.22,651.01,935.78,,,,,,,,,
43.28,442.73,1500.1,-17.543,35,10.142,6535.1,13.95,89.035,782.7,8.17E+05,728.68,656.77,912.2,,,,,,,,,
42.599,449.61,1500,-17.778,35,10.148,6521,13.934,8.928,800.33,8.13E+05,726.04,655.2,946.87,,,,,,,,,
42.309,459.58,1500,-18.019,35,10.172,6299.7,13.924,90.167,825.55,7.76E+05,725.6,656.32,944.77,,,,,,,,,
42.3,465.64,1499.9,-18.258,35,10.179,6213.2,13.925,90.886,840.4,7.60E+05,726.25,657.75,935.02,,,,,,,,,
43.435,458.87,1500,-18.487,35,1.022,5829.8,13.935,90.901,827.37,7.04E+05,730.95,662.1,856.07,,,,,,,,,
43.893,475.01,1500.2,-18.722,35,1.021,5732.9,13.965,93.529,857.26,6.92E+05,735.4,668.22,811.72,,,,,,,,,
42.847,472.69,1499.9,-18.95,35,1.025,5640.1,13.916,91.997,861.76,6.71E+05,729.43,662.34,871.46,,,,,,,,,
44.575,473.78,1500,-19.195,35,10.261,5322.4,13.962,93.868,856.64,6.36E+05,738.4,671.68,759.22,,,,,,,,,
44.629,491.58,1500.2,-19.421,35,1.025,5275.1,13.982,96.466,887.85,6.38E+05,741.02,675.73,741.81,,,,,,,,,
42.947,503.59,1499.9,-19.656,35,10.276,5281.8,13.929,96.118,926.24,6.30E+05,733.65,669.36,825.38,,,,,,,,,
43.673,498.51,1499.9,-19.891,35,10.296,5119.4,13.937,96.146,913.02,6.09E+05,736.65,672.19,784.01,,,,,,,,,
44.469,507.45,1500,-20.122,35,10.332,4781.5,13.945,98.196,924.62,5.74E+05,741.57,678.13,725.95,,,,,,,,,
44.423,510.52,1500.1,-20.356,35,1.033,4776.4,13.947,98.597,931.05,5.76E+05,741.81,678.58,725.01,,,,,,,,,
44.56,515.59,1499.9,-20.593,35,10.344,4665.6,13.946,99.434,939.99,5.65E+05,743.07,680.3,711.4,,,,,,,,,
45.363,514.44,1500,-20.834,35,10.349,4536.6,13.963,10.027,929.91,5.57E+05,747.11,684.46,666.96,,,,,,,,,
45.439,537.71,1500.1,-21.072,35,10.363,4331.8,13.969,10.378,968.25,5.53E+05,750.37,689.31,644.35,,,,,,,,,
43.775,545.79,1499.9,-21.309,35,10.377,4454.6,13.923,10.274,1006.7,5.53E+05,742.8,682.09,723.1,,,,,,,,,
44.997,539.06,1500.1,-21.545,35,10.388,4295.7,13.942,10.33,979.69,5.39E+05,748.2,687.37,662.66,,,,,,,,,
45.393,548.69,1500,-21.785,35,1.04,4143.5,13.948,10.521,991.38,5.33E+05,751.42,691.34,633.75,,,,,,,,,
45.589,552.02,1500.1,-22.027,35,10.435,3982.1,13.928,10.584,996.82,5.13E+05,752.63,693.07,618.68,,,,,,,,,
45.686,556.95,1500,-22.262,35,1.044,3930,13.929,10.669,1004.4,5.12E+05,753.8,694.59,609.31,,,,,,,,,
45.34,576.86,1500.1,-22.489,35,10.443,3850,13.929,10.923,1043.7,5.18E+05,754.7,696.62,610.47,,,,,,,,,
44.627,583.71,1500,-22.724,35,10.461,3835.9,13.903,10.92,1069.6,5.11E+05,751.85,694.17,637.82,,,,,,,,,
45.379,582.26,1500,-22.959,35,10.479,3700.8,13.903,10.993,1056.2,4.98E+05,755.43,697.97,601.04,,,,,,,,,
46.407,582.96,1500.1,-23.196,35,10.494,3533.4,13.912,11.14,1041.1,4.89E+05,760.76,703.7,551.44,,,,,,,,,
46.83,582.09,1500.1,-23.437,35,10.502,3463.7,13.912,11.182,1033.5,4.83E+05,762.84,705.93,531.81,,,,,,,,,
46.102,610.79,1500,-23.659,35,10.513,3363.4,13.902,11.511,1095.5,4.89E+05,762.9,707.52,543.84,,,,,,,,,
45.311,616.9,1500.1,-23.888,35,10.538,3329.6,13.869,11.482,1123.5,4.77E+05,759.53,704.49,573.02,,,,,,,,,
45.732,612.46,1499.9,-24.128,35,10.578,3163.5,13.839,11.453,1111.6,4.52E+05,760.79,705.87,555.87,,,,,,,,,
46.626,614.3,1500,-24.369,35,1.058,3063,13.853,11.605,1098.6,4.51E+05,765.71,711.16,515.88,,,,,,,,,
46.574,635.73,1500.3,-24.594,35,10.596,2913.4,13.848,11.917,1137.5,4.50E+05,768.33,715.09,502.99,,,,,,,,,
