in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
41.247,213.07,2300.1,20.694,12.789,0.97474,12462.0,13.889,84.484,86.542,3140000.0,746.2,634.82,686.08,,,,,,,,,
39.435,222.11,2300.1,18.491,13.451,0.97506,12632.0,13.857,84.185,96.415,3190000.0,740.98,629.37,742.26,,,,,,,,,
37.967,228.81,2300.1,16.242,14.126,0.97535,12728.0,13.831,83.965,106.22,3240000.0,736.79,625.99,788.99,,,,,,,,,
37.468,236.22,2300.0,13.994,14.803,0.97674,12456.0,13.837,84.886,117.71,3200000.0,737.53,628.16,784.49,,,,,,,,,
35.594,246.02,2300.1,11.761,15.471,0.97924,12147.0,13.817,84.917,135.61,3180000.0,732.6,626.47,835.04,,,,,,,,,
33.532,252.9,2300.0,0.9798,16.06,0.98158,11903.0,13.79,84.281,155.98,3170000.0,725.86,623.73,912.96,,,,,,,,,
33.049,256.86,2300.0,0.88453,16.346,0.98209,11822.0,13.787,84.581,165.33,3170000.0,725.23,624.38,927.17,,,,,,,,,
33.128,258.05,2300.0,0.875,16.375,0.98164,11873.0,13.788,8.49,166.25,3180000.0,725.99,625.11,921.95,,,,,,,,,
32.997,257.4,2300.0,0.875,16.375,0.98067,12048.0,13.78,84.711,165.94,3220000.0,725.12,624.23,934.33,,,,,,,,,
32.813,257.58,2300.0,0.875,16.375,0.98118,11982.0,13.778,84.557,167.45,3210000.0,724.34,623.82,942.12,,,,,,,,,
32.856,258.23,2300.0,0.875,16.375,0.98178,11874.0,13.783,84.686,168.12,3190000.0,724.79,624.35,936.12,,,,,,,,,
32.427,257.99,2300.0,0.875,16.375,0.98185,11906.0,13.773,84.256,170.57,3200000.0,722.7,622.9,960.59,,,,,,,,,
32.757,256.2,2300.0,0.875,16.375,0.98215,11847.0,13.779,84.195,166.6,3180000.0,723.67,623.21,944.46,,,,,,,,,
33.11,257.2,2300.0,0.83041,16.372,0.98152,11903.0,13.786,84.732,165.66,3190000.0,725.66,624.73,924.79,,,,,,,,,
32.762,261.48,2300.0,0.69093,16.358,0.98335,11597.0,13.792,85.147,174.22,3130000.0,725.64,626.09,928.33,,,,,,,,,
33.249,265.33,2300.0,0.49238,16.336,0.98589,11102.0,13.82,86.196,177.94,3010000.0,729.45,630.17,882.7,,,,,,,,,
33.682,271.16,2300.1,0.29116,16.317,0.98591,10987.0,13.839,87.742,183.7,2980000.0,733.55,634.59,845.54,,,,,,,,,
33.762,276.88,2300.0,0.08727,16.296,0.98537,11003.0,13.845,88.983,191.41,2970000.0,735.93,637.76,832.15,,,,,,,,,
34.672,281.84,2300.0,-0.11623,16.273,0.98559,10805.0,13.875,90.874,194.35,2910000.0,741.98,643.69,773.06,,,,,,,,,
35.063,287.83,2300.0,-0.31707,16.25,0.98528,10742.0,13.891,92.529,201.49,2890000.0,745.92,648.39,744.77,,,,,,,,,
34.813,293.11,2300.0,-0.51524,16.229,0.98591,10621.0,13.894,93.321,211.06,2860000.0,746.66,650.53,744.83,,,,,,,,,
35.603,299.25,2300.1,-0.70846,16.207,0.9866,10340.0,13.926,95.413,217.55,2780000.0,752.55,657.21,692.09,,,,,,,,,
36.275,307.77,2300.1,-0.9112,16.185,0.98616,10233.0,13.951,98.012,228.17,2730000.0,758.58,664.93,652.99,,,,,,,,,
36.505,314.89,2300.1,-11.178,16.165,0.98638,10096.0,13.966,99.799,238.88,2690000.0,762.11,670.29,632.4,,,,,,,,,
36.487,320.67,2300.0,-13.163,16.143,0.98796,9788.1,13.98,10.092,249.02,2620000.0,764.11,673.98,613.51,,,,,,,,,
36.526,327.63,2300.0,-15.122,16.123,0.98923,9516.1,13.994,10.239,260.72,2550000.0,766.71,678.62,593.4,,,,,,,,,
36.971,332.09,2300.0,-17.058,16.104,0.98983,9305.6,14.014,10.388,267.6,2490000.0,770.37,683.73,564.57,,,,,,,,,
37.915,337.26,2300.0,-19.063,16.08,0.98998,9069.7,14.045,10.626,274.84,2420000.0,776.56,692.02,520.89,,,,,,,,,
38.136,343.34,2300.1,-21.101,16.057,0.99065,8869.2,14.059,10.787,285.0,2370000.0,779.64,697.27,500.84,,,,,,,,,
38.19,349.1,2300.0,-2.314,16.034,0.99167,8648.0,14.07,10.915,295.09,2310000.0,781.81,701.42,484.53,,,,,,,,,
38.773,355.5,2300.1,-25.217,16.013,0.99181,8463.6,14.091,11.142,305.29,2250000.0,786.61,708.99,457.19,,,,,,,,,
39.069,359.62,2300.0,-27.249,15.994,0.99299,8178.5,14.106,11.271,313.09,2180000.0,789.45,713.59,433.48,,,,,,,,,
39.578,359.71,2300.0,-29.245,15.971,0.99428,7857.1,14.122,11.344,315.15,2120000.0,792.19,717.05,405.96,,,,,,,,,
40.159,363.65,2300.1,-31.254,15.953,0.99481,7616.3,14.141,11.524,322.58,2060000.0,796.31,723.39,380.65,,,,,,,,,
40.315,367.73,2300.0,-33.182,15.933,0.99514,7499.5,14.148,11.64,329.86,2030000.0,798.36,727.07,369.98,,,,,,,,,
40.668,368.77,2300.0,-35.088,15.911,0.9958,7305.3,14.158,11.719,333.06,1990000.0,800.54,730.18,353.56,,,,,,,,,
41.364,369.35,2300.0,-37.115,15.89,0.99739,6890.6,14.176,11.844,336.73,1910000.0,804.39,735.4,321.64,,,,,,,,,
41.854,370.85,2300.0,-39.154,15.868,0.99777,6708.2,14.189,11.965,340.84,1870000.0,807.37,739.79,305.06,,,,,,,,,
42.648,369.32,2300.0,-41.151,15.845,0.9974,6590.0,14.206,12.082,340.53,1840000.0,810.92,744.48,289.44,,,,,,,,,
43.538,371.08,2300.0,-43.186,15.821,0.99758,6346.0,14.228,12.296,345.64,1790000.0,815.91,751.87,267.04,,,,,,,,,
43.404,378.52,2300.0,-45.236,15.801,0.99902,6115.5,14.228,12.433,358.19,1730000.0,817.56,755.36,255.57,,,,,,,,,
43.578,378.36,2300.0,-47.237,15.78,10.002,5910.1,14.23,12.454,359.96,1700000.0,818.56,756.6,243.61,,,,,,,,,
44.669,375.85,2300.0,-49.226,15.758,10.002,5677.3,14.253,12.618,359.1,1650000.0,823.35,762.9,222.68,,,,,,,,,
45.342,375.4,2300.0,-51.265,15.739,10.012,5407.2,14.266,12.741,361.16,1600000.0,826.7,767.45,204.07,,,,,,,,,
46.032,375.02,2300.0,-5.33,15.715,10.013,5244.3,14.281,12.877,362.87,1570000.0,830.09,772.14,190.97,,,,,,,,,
46.392,379.77,2300.1,-55.313,15.692,10.017,5098.0,14.291,13.066,371.74,1530000.0,833.34,777.32,181.0,,,,,,,,,
46.133,383.77,2300.0,-57.336,15.671,10.035,4893.4,14.283,13.092,379.35,1490000.0,833.34,777.74,172.7,,,,,,,,,
46.621,381.0,2299.9,-59.337,15.649,10.038,4784.5,14.291,13.129,377.21,1470000.0,835.08,779.7,164.4,,,,,,,,,
48.195,374.12,2300.1,-6.13,15.63,10.041,4490.2,14.32,13.303,370.96,1410000.0,840.9,786.92,141.19,,,,,,,,,
48.435,379.78,2300.0,-63.274,15.609,1.005,4316.3,14.327,13.49,381.54,1370000.0,843.84,791.64,131.71,,,,,,,,,
48.678,376.63,2299.9,-65.267,15.587,10.062,4166.5,14.327,13.456,378.83,1340000.0,844.23,791.71,123.59,,,,,,,,,
50.634,367.33,2300.0,-6.729,15.566,10.069,3812.8,14.362,13.655,370.21,1280000.0,851.04,800.19,98.383,,,,,,,,,
50.801,377.2,2300.1,-69.314,15.545,10.079,3629.1,14.369,13.938,387.65,1220000.0,854.97,806.63,89.824,,,,,,,,,
50.279,378.32,2300.0,-71.326,15.526,10.082,3676.7,14.357,13.843,389.31,1230000.0,852.87,803.67,94.155,,,,,,,,,
51.512,371.89,2300.0,-73.327,15.502,10.085,3473.3,14.379,13.956,383.65,1200000.0,857.08,808.77,80.49,,,,,,,,,
52.215,374.22,2300.0,-75.271,15.479,10.092,3285.1,14.394,14.173,390.8,1150000.0,861.33,814.81,70.279,,,,,,,,,
52.332,375.36,2300.0,-7.726,15.457,10.097,3211.7,14.396,14.224,394.34,1140000.0,862.38,816.21,67.048,,,,,,,,,
52.881,373.69,2300.0,-79.333,15.436,10.112,3010.6,14.403,14.298,395.07,1090000.0,864.73,819.17,57.564,,,,,,,,,
53.566,373.23,2300.0,-8.138,15.416,10.119,2847.0,14.415,14.44,398.12,1060000.0,868.13,823.63,49.495,,,,,,,,,
54.418,369.2,2300.0,-83.419,15.393,10.129,2657.8,14.429,14.526,396.06,1020000.0,871.35,827.45,40.556,,,,,,,,,
55.123,368.44,2300.0,-85.454,15.372,10.141,2472.3,14.441,14.662,399.1,977000.0,874.87,831.93,32.713,,,,,,,,,
55.198,369.3,2300.0,-87.477,15.353,10.138,2470.2,14.444,14.701,402.05,978000.0,875.71,832.87,32.512,,,,,,,,,
56.262,362.89,2299.9,-89.516,15.329,10.147,2286.4,14.461,14.772,397.21,943000.0,879.51,836.91,24.622,,,,,,,,,
57.595,355.64,2300.0,-91.494,15.306,10.158,2067.6,14.483,14.882,392.67,898000.0,884.69,842.36,16.202,,,,,,,,,
58.412,353.55,2300.1,-93.495,15.284,10.167,1918.8,14.497,15.011,394.96,862000.0,888.91,846.97,11.313,,,,,,,,,
58.729,355.18,2300.1,-9.553,15.263,10.176,1831.6,14.502,15.124,401.22,835000.0,891.62,850.08,88.733,,,,,,,,,
59.018,353.1,2299.9,-97.538,15.244,10.179,1790.6,14.506,15.13,400.7,827000.0,893.07,850.99,76.861,,,,,,,,,
59.887,347.09,2299.9,-99.528,15.221,10.189,1668.4,14.519,15.164,397.45,798000.0,896.93,853.89,45.283,,,,,,,,,
60.88,341.49,2299.9,-10.153,15.202,1.02,1538.8,14.535,15.236,396.9,765000.0,901.92,857.88,19.318,,,,,,,,,
61.811,339.86,2300.0,-10.351,15.181,10.206,1426.2,14.553,15.406,404.6,732000.0,907.79,863.58,0.48835,,,,,,,,,
62.286,338.0,2300.0,-10.548,15.16,10.199,1402.3,14.564,15.465,407.6,734000.0,910.6,865.84,0.27677,,,,,,,,,
62.757,335.17,2300.0,-10.75,15.136,1.021,1333.7,14.57,15.491,409.68,711000.0,913.6,867.69,0.0058173,,,,,,,,,
63.147,332.62,2299.9,-10.949,15.113,10.231,1254.6,14.57,15.501,411.89,676000.0,916.41,869.19,0.22599,,,,,,,,,
64.428,317.4,2299.9,-11.148,15.093,1.024,1158.4,14.587,15.373,403.74,658000.0,921.24,869.85,14.927,,,,,,,,,
66.326,301.01,2299.9,-11.349,15.071,10.243,1027.9,14.618,15.358,410.9,632000.0,929.53,874.14,52.265,,,,,,,,,
67.416,296.25,2300.0,-11.552,15.051,10.241,955.18,14.641,15.479,430.04,616000.0,935.5,879.23,84.695,,,,,,,,,
67.684,294.95,2300.0,-11.754,15.03,10.251,922.73,14.643,15.499,436.08,599000.0,937.3,880.49,10.377,,,,,,,,,
68.396,283.56,2299.8,-11.923,15.017,10.254,887.24,14.651,15.343,431.63,597000.0,938.93,879.08,12.666,,,,,,,,,
69.613,272.64,2299.9,-11.997,15.016,10.243,833.92,14.675,15.326,444.16,599000.0,943.48,881.49,16.309,,,,,,,,,
70.098,268.54,2300.0,-12.0,15.016,10.245,804.04,14.683,15.324,450.48,591000.0,945.38,882.67,18.707,,,,,,,,,
70.341,260.1,2299.9,-12.0,15.016,10.251,794.29,14.682,15.143,437.96,592000.0,944.63,879.62,19.599,,,,,,,,,
70.985,252.02,2299.9,-12.0,15.016,10.251,762.87,14.691,15.068,439.67,588000.0,946.38,879.64,22.378,,,,,,,,,
71.49,246.65,2299.9,-12.0,15.016,10.253,735.47,14.699,15.036,443.55,582000.0,948.01,880.25,25.038,,,,,,,,,
71.463,248.44,2300.0,-12.0,15.016,10.247,742.51,14.701,15.082,446.84,588000.0,948.3,881.03,24.229,,,,,,,,,
71.394,250.2,2300.0,-12.002,15.013,10.247,742.96,14.701,15.115,449.01,586000.0,948.36,881.56,24.217,,,,,,,,,
71.509,248.44,2300.0,-12.067,14.94,10.252,732.88,14.701,15.09,448.76,581000.0,948.61,881.38,25.306,,,,,,,,,
71.371,255.4,2300.1,-12.231,14.769,10.254,727.06,14.701,15.25,462.13,570000.0,949.71,884.38,26.056,,,,,,,,,
70.301,276.64,2300.2,-12.431,14.569,10.263,752.05,14.686,15.589,479.79,551000.0,949.06,888.87,23.835,,,,,,,,,
68.473,309.26,2300.3,-12.631,14.369,1.027,813.87,14.662,16.068,499.46,535000.0,946.78,894.26,18.299,,,,,,,,,
66.13,341.65,2300.3,-12.83,14.17,10.275,918.77,14.626,16.417,504.33,535000.0,941.0,895.13,10.673,,,,,,,,,
63.487,371.4,2300.2,-13.03,13.97,10.285,1051.9,14.58,16.614,507.79,539000.0,932.22,890.99,41.813,,,,,,,,,
61.256,395.5,2300.1,-13.229,13.771,10.291,1175.7,14.541,16.743,521.64,545000.0,923.96,885.21,0.89126,,,,,,,,,
59.761,415.39,2300.1,-13.426,13.574,10.301,1245.8,14.514,16.922,542.95,537000.0,918.73,881.28,0.08499,,,,,,,,,
58.611,426.21,2300.0,-13.622,13.378,10.305,1317.7,14.492,16.931,551.3,542000.0,913.69,876.4,0.10396,,,,,,,,,
57.759,438.12,2300.1,-13.822,13.178,10.313,1355.2,14.476,17.038,564.69,534000.0,910.42,873.41,0.47818,,,,,,,,,
57.002,454.2,2300.2,-14.029,12.971,10.321,1374.0,14.463,17.276,584.97,516000.0,907.97,871.38,0.94482,,,,,,,,,
55.848,467.27,2300.2,-14.234,12.764,10.331,1434.3,14.438,17.324,593.64,509000.0,902.74,866.15,23.998,,,,,,,,,
54.38,483.97,2300.1,-14.434,12.564,10.342,1516.0,14.408,17.374,601.36,502000.0,896.04,859.44,54.182,,,,,,,,,
53.11,498.86,2300.0,-14.629,12.369,10.342,1603.2,14.388,17.424,606.35,505000.0,890.46,853.79,95.345,,,,,,,,,
52.929,506.05,2300.1,-14.826,12.172,10.354,1584.8,14.379,17.553,610.94,485000.0,890.04,853.61,9.521,,,,,,,,,
52.181,522.87,2300.2,-15.031,11.967,10.363,1603.7,14.366,17.779,619.06,466000.0,887.5,851.42,11.939,,,,,,,,,
50.016,545.58,2300.1,-15.236,11.763,10.363,1762.9,14.331,17.766,629.26,471000.0,878.15,841.93,23.007,,,,,,,,,
48.937,550.08,2299.9,-15.435,11.565,10.373,1846.4,14.301,17.576,634.05,472000.0,872.71,836.24,29.329,,,,,,,,,
49.279,552.3,2300.0,-15.633,11.367,10.386,1788.3,14.299,17.714,634.65,452000.0,874.62,838.5,26.282,,,,,,,,,
48.633,570.16,2300.2,-15.836,11.164,10.395,1797.7,14.287,17.98,653.28,434000.0,872.98,837.37,29.76,,,,,,,,,
47.273,585.87,2300.1,-16.039,10.961,10.406,1883.8,14.255,17.997,679.48,426000.0,867.32,831.85,39.064,,,,,,,,,
46.178,599.85,2300.1,-16.239,10.761,10.416,1950.5,14.23,18.046,707.14,417000.0,862.95,827.66,47.457,,,,,,,,,
44.889,614.23,2300.0,-16.435,10.565,10.422,2046.1,14.205,18.064,741.59,415000.0,857.69,822.48,59.001,,,,,,,,,
44.4,620.31,2299.9,-16.628,10.372,10.422,2084.0,14.198,18.089,756.26,414000.0,855.81,820.65,63.777,,,,,,,,,
44.086,631.3,2300.1,-16.827,10.173,10.431,2078.6,14.188,18.27,775.86,405000.0,855.31,820.58,66.104,,,,,,,,,
42.923,645.89,2300.1,-17.033,99.672,10.447,2148.7,14.156,18.325,815.12,395000.0,850.62,816.17,77.886,,,,,,,,,
42.283,657.43,2300.1,-17.233,97.672,10.456,2179.3,14.14,18.441,842.65,390000.0,848.48,814.33,84.565,,,,,,,,,
40.923,678.31,2300.2,-17.431,95.686,10.469,2259.4,14.111,18.606,898.11,384000.0,843.56,809.87,100.32,,,,,,,,,
39.732,690.51,2300.1,-17.631,93.693,10.478,2347.0,14.084,18.615,939.2,381000.0,838.59,804.99,116.28,,,,,,,,,
39.699,695.43,2300.1,-17.832,91.681,10.478,2338.7,14.087,18.72,947.22,381000.0,839.02,805.63,116.02,,,,,,,,,
38.868,709.57,2300.1,-18.032,89.684,10.491,2374.6,14.065,18.848,986.1,375000.0,836.12,803.12,126.8,,,,,,,,,
37.991,720.22,2300.0,-18.229,87.713,10.496,2430.5,14.048,18.895,1020.7,374000.0,832.69,799.83,139.68,,,,,,,,,
37.67,728.06,2300.1,-18.43,85.697,10.502,2434.5,14.04,18.995,1040.0,372000.0,831.86,799.26,143.64,,,,,,,,,
37.096,740.07,2300.1,-18.629,83.708,10.511,2446.5,14.027,19.128,1071.9,369000.0,830.13,797.91,151.36,,,,,,,,,
35.991,755.72,2300.1,-18.825,81.745,10.518,2495.2,14.007,19.231,1121.6,367000.0,826.06,794.12,168.77,,,,,,,,,
35.316,764.28,2300.1,-19.025,79.749,10.541,2502.1,13.975,19.257,1152.3,356000.0,823.18,791.54,180.21,,,,,,,,,
34.629,775.17,2300.1,-19.226,77.736,10.543,2523.2,13.965,19.346,1186.0,357000.0,820.83,789.4,191.57,,,,,,,,,
33.805,786.72,2300.1,-19.428,75.724,10.547,2548.2,13.953,19.42,1224.7,357000.0,817.82,786.58,206.29,,,,,,,,,
33.129,792.66,2300.0,-19.627,73.731,10.557,2570.6,13.932,19.404,1251.4,352000.0,814.82,783.64,220.19,,,,,,,,,
32.317,795.37,2300.0,-19.827,71.726,10.572,2610.8,13.903,19.297,1276.7,345000.0,810.65,779.38,239.64,,,,,,,,,
32.29,798.17,2300.0,-20.029,69.714,10.586,2589.2,13.89,19.335,1283.3,339000.0,810.64,779.62,239.71,,,,,,,,,
31.94,805.62,2300.0,-20.228,6.774,10.587,2589.1,13.887,19.417,1304.7,339000.0,809.69,778.85,245.5,,,,,,,,,
31.112,808.22,2300.1,-20.43,65.762,10.592,2640.7,13.867,19.316,1330.1,338000.0,805.59,774.55,266.48,,,,,,,,,
31.075,805.83,2300.0,-20.631,63.739,10.603,2642.1,13.854,19.253,1327.9,332000.0,804.95,773.89,269.19,,,,,,,,,
30.29,810.97,2300.0,-20.829,61.711,10.612,2676.2,13.832,19.207,1358.0,328000.0,801.3,770.21,289.23,,,,,,,,,
29.577,813.33,2300.0,-21.028,59.718,10.624,2712.2,13.809,19.119,1382.2,323000.0,797.67,766.49,309.49,,,,,,,,,
29.577,817.72,2300.0,-21.229,5.771,10.624,2696.1,13.811,19.203,1389.6,324000.0,798.21,767.23,307.05,,,,,,,,,
29.173,822.24,2300.0,-21.429,55.713,10.629,2707.4,13.801,19.216,1408.8,322000.0,796.57,765.65,316.91,,,,,,,,,
28.13,825.12,2300.0,-21.628,53.723,10.649,2756.7,13.763,19.075,1445.9,313000.0,791.12,760.06,348.78,,,,,,,,,
27.814,828.61,2300.0,-21.826,51.738,10.655,2762.0,13.752,19.082,1461.8,311000.0,789.79,758.81,357.08,,,,,,,,,
27.621,832.45,2300.0,-22.025,49.749,10.666,2750.3,13.74,19.113,1475.4,306000.0,789.09,758.3,361.54,,,,,,,,,
27.3,837.34,2300.0,-22.223,47.771,10.675,2746.1,13.727,19.142,1494.6,302000.0,787.85,757.22,369.48,,,,,,,,,
26.572,841.28,2300.0,-22.421,45.819,10.673,2796.8,13.718,19.096,1523.2,304000.0,784.54,753.75,390.68,,,,,,,,,
25.924,844.03,2300.0,-22.622,43.876,10.692,2809.2,13.688,19.023,1551.9,296000.0,781.17,750.4,411.55,,,,,,,,,
26.087,845.66,2300.0,-22.825,41.826,1.07,2776.4,13.684,19.073,1550.4,292000.0,782.12,751.57,405.3,,,,,,,,,
25.484,848.41,2300.0,-23.029,39.714,10.705,2807.8,13.669,19.02,1575.7,290000.0,779.21,748.57,424.02,,,,,,,,,
24.922,851.6,2300.0,-23.228,37.717,10.715,2825.6,13.651,18.979,1601.9,287000.0,776.5,745.85,441.53,,,,,,,,,
24.454,855.51,2300.0,-23.426,35.739,10.716,2849.7,13.644,18.974,1624.8,287000.0,774.51,743.83,455.16,,,,,,,,,
23.79,859.26,2300.0,-23.623,33.769,1.073,2862.8,13.619,18.922,1658.2,281000.0,771.25,740.58,476.39,,,,,,,,,
23.688,861.58,2300.1,-23.826,31.742,10.749,2824.3,13.601,18.932,1669.6,273000.0,770.72,740.29,478.8,,,,,,,,,
23.428,865.31,2300.0,-24.03,29.695,10.748,2837.3,13.599,18.959,1684.7,274000.0,769.84,739.44,485.33,,,,,,,,,
22.799,869.25,2300.0,-24.232,27.683,10.748,2876.3,13.59,18.93,1715.3,275000.0,767.02,736.53,504.91,,,,,,,,,
22.41,871.05,2300.0,-24.431,25.686,10.758,2878.1,13.574,18.892,1736.1,271000.0,765.05,734.55,517.67,,,,,,,,,
22.073,874.72,2300.0,-24.631,23.693,10.772,2860.7,13.557,18.891,1759.2,265000.0,763.5,733.16,527.38,,,,,,,,,
21.439,878.58,2300.1,-24.83,21.704,10.783,2871.6,13.537,18.851,1795.1,261000.0,760.48,730.14,547.55,,,,,,,,,
21.183,880.99,2300.0,-25.026,19.737,10.788,2871.7,13.529,18.849,1811.2,259000.0,759.35,729.05,555.12,,,,,,,,,
20.783,884.48,2300.0,-25.223,17.771,10.792,2883.5,13.521,18.846,1835.1,258000.0,757.63,727.34,567.11,,,,,,,,,
20.34,885.33,2300.0,-25.42,15.758,10.801,2889.8,13.505,18.785,1859.5,254000.0,755.27,724.91,582.5,,,,,,,,,
20.103,888.37,2300.0,-25.619,13.811,10.817,2857.8,13.488,18.787,1879.9,248000.0,754.15,723.98,588.85,,,,,,,,,
19.417,893.16,2300.0,-25.819,11.841,10.829,2862.5,13.468,18.755,1924.3,243000.0,750.95,720.8,610.35,,,,,,,,,
18.914,895.91,2300.0,-26.022,0.97485,10.828,2892.7,13.463,18.728,1953.0,245000.0,748.67,718.41,626.75,,,,,,,,,
18.955,899.31,2300.0,-26.229,0.76753,10.837,2858.5,13.456,18.785,1958.0,241000.0,749.16,719.16,622.56,,,,,,,,,
18.523,903.1,2300.1,-26.433,0.56555,10.843,2861.1,13.446,18.78,1987.8,239000.0,747.26,717.3,635.48,,,,,,,,,
17.775,906.63,2300.0,-26.63,0.36966,10.856,2864.5,13.425,18.716,2038.1,234000.0,743.56,713.55,660.12,,,,,,,,,
17.643,908.92,2300.0,-26.829,0.17149,10.869,2831.6,13.412,18.723,2053.2,229000.0,742.95,713.11,662.91,,,,,,,,,
17.429,912.61,2300.0,-27.03,-0.02401,10.861,2860.1,13.419,18.763,2066.1,233000.0,742.42,712.57,668.15,,,,,,,,,
16.881,917.41,2300.1,-27.231,-0.22561,10.871,2856.4,13.405,18.755,2107.5,230000.0,739.98,710.19,684.54,,,,,,,,,
16.242,921.5,2300.0,-27.434,-0.43369,10.884,2844.8,13.387,18.717,2156.8,225000.0,736.9,707.14,704.63,,,,,,,,,
15.888,924.51,2300.0,-27.636,-0.61623,10.897,2821.2,13.372,18.703,2187.8,220000.0,735.21,705.56,714.89,,,,,,,,,
15.779,927.04,2300.0,-27.835,-0.70922,10.908,2790.8,13.362,18.72,2202.3,216000.0,734.8,705.31,716.51,,,,,,,,,
15.489,931.87,2300.0,-28.034,-0.71875,10.904,2805.0,13.366,18.762,2225.1,218000.0,733.94,704.51,723.65,,,,,,,,,
14.851,936.79,2300.0,-28.234,-0.71875,1.091,2806.0,13.357,18.746,2276.2,216000.0,731.11,701.67,743.18,,,,,,,,,
14.402,938.66,2300.0,-28.433,-0.71875,10.927,2768.4,13.338,18.696,2317.7,209000.0,728.73,699.33,757.35,,,,,,,,,
14.319,941.9,2300.0,-28.63,-0.71875,10.941,2724.0,13.326,18.723,2334.1,204000.0,728.49,699.34,757.33,,,,,,,,,
13.749,947.03,2300.0,-28.825,-0.71875,10.947,2714.9,13.318,18.719,2384.0,202000.0,726.02,696.92,773.96,,,,,,,,,
13.252,951.46,2300.0,-29.026,-0.71875,10.942,2734.8,13.323,18.726,2422.8,204000.0,724.05,694.87,788.95,,,,,,,,,
13.171,955.29,2300.0,-29.228,-0.71875,1.096,2680.3,13.308,18.76,2442.1,198000.0,723.83,694.96,788.22,,,,,,,,,
12.531,959.19,2300.0,-29.407,-0.71875,10.972,2652.2,13.294,18.72,2501.7,193000.0,720.76,691.9,807.84,,,,,,,,,
12.029,962.7,2300.0,-29.493,-0.71875,10.979,2635.2,13.287,18.699,2548.9,191000.0,718.43,689.57,823.03,,,,,,,,,
12.13,967.08,2300.0,-29.5,-0.71875,10.992,2595.6,13.277,18.77,2552.5,186000.0,719.28,690.79,815.72,,,,,,,,,
11.927,971.29,2300.0,-29.5,-0.71875,10.992,2596.2,13.278,18.808,2573.0,187000.0,718.71,690.31,820.06,,,,,,,,,
11.452,975.13,2300.0,-29.5,-0.71875,1.1,2576.4,13.271,18.795,2620.3,184000.0,716.54,688.18,833.92,,,,,,,,,
10.945,979.54,2300.0,-29.5,-0.71875,11.013,2539.2,13.258,18.78,2675.1,180000.0,714.17,685.91,848.16,,,,,,,,,
10.471,983.57,2300.0,-29.5,-0.71875,11.017,2525.8,13.255,18.773,2722.4,179000.0,712.08,683.84,862.02,,,,,,,,,
10.133,985.03,2300.0,-29.5,-0.71875,11.025,2499.9,13.247,18.74,2758.1,176000.0,710.35,682.1,872.4,,,,,,,,,
10.093,985.38,2300.0,-29.5,-0.71875,11.034,2474.1,13.238,18.731,2767.3,173000.0,710.02,681.86,872.92,,,,,,,,,
97.048,988.69,2300.0,-29.5,-0.71875,11.043,2445.7,13.23,18.72,2810.2,170000.0,708.24,680.13,883.69,,,,,,,,,
91.054,991.62,2300.0,-29.5,-0.71875,11.058,2391.7,13.216,18.668,2876.0,165000.0,705.18,677.09,901.45,,,,,,,,,
89.941,993.36,2300.0,-29.5,-0.71875,11.069,2360.1,13.206,18.668,2894.4,162000.0,704.62,676.67,903.27,,,,,,,,,
89.306,998.36,2300.0,-29.5,-0.71875,11.073,2349.5,13.204,18.733,2909.0,160000.0,704.82,677.09,901.85,,,,,,,,,
84.862,1002.4,2300.0,-29.5,-0.71875,11.072,2341.6,13.207,18.736,2954.3,161000.0,702.97,675.22,914.69,,,,,,,,,
80.286,1003.2,2300.0,-29.5,-0.71875,11.078,2308.7,13.201,18.679,3001.3,160000.0,700.56,672.7,929.35,,,,,,,,,
80.102,1002.7,2300.0,-29.5,-0.71875,11.089,2277.5,13.19,18.657,3008.4,156000.0,700.21,672.44,929.18,,,,,,,,,
82.199,1002.4,2300.0,-29.5,-0.71875,11.084,2300.5,13.195,18.687,2985.6,157000.0,701.38,673.62,922.76,,,,,,,,,
82.532,1003.0,2300.0,-29.5,-0.71875,11.078,2317.9,13.201,18.708,2980.2,159000.0,701.73,673.96,921.74,,,,,,,,,
8.196,1003.5,2300.0,-29.5,-0.71875,11.077,2317.9,13.202,18.708,2985.8,160000.0,701.5,673.72,923.46,,,,,,,,,
81.268,1003.4,2300.0,-29.5,-0.71875,11.081,2305.3,13.198,18.693,2994.0,159000.0,701.05,673.27,925.59,,,,,,,,,
80.002,1002.5,2300.0,-29.5,-0.71875,11.092,2270.7,13.187,18.651,3010.4,155000.0,700.11,672.34,929.4,,,,,,,,,
78.623,1002.9,2300.0,-29.5,-0.71875,11.076,2306.1,13.203,18.654,3015.3,160000.0,699.68,671.71,935.4,,,,,,,,,
7.912,1003.7,2300.0,-29.5,-0.71875,11.052,2372.6,13.226,18.698,2998.7,169000.0,700.42,672.28,935.76,,,,,,,,,
84.618,1003.2,2300.0,-29.5,-0.71875,11.045,2410.7,13.232,18.772,2943.0,171000.0,703.37,675.39,917.51,,,,,,,,,
89.445,1003.4,2300.0,-29.5,-0.71875,11.032,2460.6,13.246,18.855,2890.3,175000.0,706.14,678.25,901.71,,,,,,,,,
